tempo, vel, ref
13.088163, 0.000023, -0.274828
13.096164, 0.000000, -0.291566
13.104164, 0.000000, -0.308215
13.112164, 0.000000, -0.324770
13.120165, 0.000000, -0.341227
13.128165, 0.000000, -0.357579
13.136166, 0.000000, -0.373823
13.144166, 0.000000, -0.389953
13.152166, 0.000000, -0.405963
13.160167, 0.000000, -0.421851
13.168167, 0.000000, -0.437609
13.176167, 0.000000, -0.453235
13.184168, 0.000000, -0.468722
13.192168, 0.000000, -0.484067
13.200169, 0.000000, -0.499264
13.208169, 0.000000, -0.514309
13.216169, 0.000000, -0.529198
13.224170, 0.000000, -0.543925
13.232170, 0.000000, -0.558487
13.240170, 0.000000, -0.572878
13.248171, 0.000000, -0.587095
13.256171, 0.000000, -0.601134
13.264172, 0.000000, -0.614989
13.272172, 0.000000, -0.628657
13.280172, 0.000000, -0.642133
13.288173, 0.000000, -0.655414
13.296173, 0.000000, -0.668495
13.304173, 0.000000, -0.681372
13.312174, 0.000000, -0.694042
13.320174, 0.000000, -0.706500
13.328175, 0.000000, -0.718744
13.336175, 0.000000, -0.730768
13.344175, 0.000000, -0.742570
13.352176, 0.000000, -0.754146
13.360176, 0.000000, -0.765492
13.368176, 0.000000, -0.776604
13.376177, 0.000000, -0.787481
13.384177, 0.000000, -0.798117
13.392178, 0.000000, -0.808510
13.400178, 0.000000, -0.818657
13.408178, 0.000000, -0.828555
13.416179, 0.000000, -0.838200
13.424179, 0.000000, -0.847590
13.432179, 0.000000, -0.856722
13.440180, 0.000000, -0.865593
13.448180, 0.000000, -0.874200
13.456181, 0.000000, -0.882541
13.464181, 0.000000, -0.890613
13.472181, 0.000000, -0.898414
13.480182, 0.000000, -0.905941
13.488182, 0.000000, -0.913192
13.496182, 0.000000, -0.920165
13.504183, 0.000000, -0.926858
13.512183, 0.000000, -0.933268
13.520184, 0.000000, -0.939395
13.528184, 0.000000, -0.945235
13.536184, 0.000000, -0.950787
13.544185, 0.000000, -0.956050
13.552185, 0.000000, -0.961021
13.560185, 0.000000, -0.965700
13.568186, 0.000000, -0.970084
13.576186, 0.000000, -0.974173
13.584187, 0.000000, -0.977966
13.592187, 0.000000, -0.981460
13.600187, 0.000000, -0.984655
13.608188, 0.000000, -0.987551
13.616188, 0.000000, -0.990146
13.624188, 0.000000, -0.992439
13.632189, 0.000000, -0.994430
13.640189, 0.000000, -0.996118
13.648190, 0.000000, -0.997502
13.656190, 0.000000, -0.998583
13.664190, 0.000000, -0.999360
13.672191, 0.000000, -0.999832
13.680191, 0.000000, -1.000000
13.688191, 0.000000, -0.999863
13.696192, 0.000000, -0.999421
13.704192, 0.000000, -0.998675
13.712193, 0.000000, -0.997625
13.720193, 0.000000, -0.996271
13.728193, 0.000000, -0.994614
13.736194, 0.000000, -0.992653
13.744194, 0.000000, -0.990391
13.752194, 0.000000, -0.987826
13.760195, 0.000000, -0.984961
13.768195, 0.000000, -0.981796
13.776196, 0.000000, -0.978332
13.784196, 0.000000, -0.974569
13.792196, 0.000000, -0.970510
13.800197, 0.000000, -0.966155
13.808197, 0.000000, -0.961506
13.816197, 0.000000, -0.956564
13.824198, 0.000000, -0.951331
13.832198, 0.000000, -0.945808
13.840199, 0.000000, -0.939997
13.848199, 0.000000, -0.933899
13.856199, 0.000000, -0.927517
13.864200, 0.000000, -0.920853
13.872200, 0.000000, -0.913908
13.880200, 0.000000, -0.906685
13.888201, 0.000000, -0.899185
13.896201, 0.000000, -0.891412
13.904202, 0.000000, -0.883367
13.912202, 0.000000, -0.875053
13.920202, 0.000000, -0.866473
13.928203, 0.000000, -0.857629
13.936203, 0.000000, -0.848523
13.944203, 0.000000, -0.839159
13.952204, 0.000000, -0.829539
13.960204, 0.000000, -0.819667
13.968204, 0.000000, -0.809545
13.976205, 0.000000, -0.799176
13.984205, 0.000000, -0.788564
13.992206, 0.000000, -0.777712
14.000206, 0.000000, -0.766623
14.008206, 0.000000, -0.755301
14.016207, 0.000000, -0.743748
14.024207, 0.000000, -0.731969
14.032207, 0.000000, -0.719967
14.040208, 0.000000, -0.707745
14.048208, 0.000000, -0.695308
14.056209, 0.000000, -0.682660
14.064209, 0.000000, -0.669803
14.072209, 0.000000, -0.656742
14.080210, 0.000000, -0.643481
14.088210, 0.000000, -0.630025
14.096210, 0.000000, -0.616376
14.104211, 0.000000, -0.602540
14.112211, 0.000000, -0.588520
14.120212, 0.000000, -0.574320
14.128212, 0.000000, -0.559946
14.136212, 0.000000, -0.545402
14.144213, 0.00
