     t     ,     r     ,     v     ,     p     ,     m     
  24.39969,    0.99613,    0.99215,    0.82165,   -0.08275
  24.40769,    0.99686,    0.99661,    0.82957,   -0.00189
  24.41569,    0.99751,    0.99812,    0.83760,    0.27733
  24.42369,    0.99809,    0.99651,    0.84564,    0.10891
  24.43169,    0.99859,    0.99812,    0.85358,    0.22531
  24.43969,    0.99901,    0.99577,    0.86154,    0.01109
  24.44769,    0.99936,    0.99738,    0.86951,   -0.06075
  24.45569,    0.99964,    1.00385,    0.87753,    0.47267
  24.46369,    0.99983,    0.99491,    0.88545,    0.02950
  24.47169,    0.99995,    1.00178,    0.89346,    0.03389
  24.47968,    1.00000,    1.00341,    0.90150,    0.29259
  24.48768,    0.99997,    1.00140,    0.90955,    0.23082
  24.49568,    0.99986,    0.99766,    0.91754,    0.31146
  24.50368,    0.99968,    0.99951,    0.92545,    0.12758
  24.51168,    0.99942,    1.00222,    0.93348,    0.20308
  24.51968,    0.99908,    1.00037,    0.94161,    0.32942
  24.52768,    0.99867,    0.99100,    0.94954,   -0.15461
  24.53568,    0.99818,    1.00459,    0.95746,    0.10394
  24.54368,    0.99762,    0.99814,    0.96558,    0.35230
  24.55168,    0.99698,    1.00090,    0.97357,    0.16321
  24.55968,    0.99626,    0.99445,    0.98146,    0.22333
  24.56768,    0.99547,    0.99445,    0.98942,    0.15120
  24.57568,    0.99460,    0.99766,    0.99742,    0.29774
  24.58368,    0.99366,    0.99373,    1.00546,    0.24590
  24.59168,    0.99264,    0.99126,    1.01335,   -0.17217
  24.59968,    0.99155,    0.99606,    1.02129,    0.31002
  24.60768,    0.99038,    0.99215,    1.02931,    0.16148
  24.61567,    0.98913,    0.99126,    1.03732,    0.27232
  24.62367,    0.98781,    0.98539,    1.04521,    0.18987
  24.63167,    0.98642,    0.98414,    1.05304,    0.04128
  24.63967,    0.98495,    0.99153,    1.06091,    0.28941
  24.64767,    0.98340,    0.98582,    1.06883,    0.35948
  24.65567,    0.98178,    0.98184,    1.07671,   -0.14523
  24.66367,    0.98008,    0.98599,    1.08463,    0.36733
  24.67167,    0.97831,    0.98028,    1.09249,    0.13725
  24.67967,    0.97647,    0.98311,    1.10028,    0.30898
  24.68767,    0.97455,    0.97564,    1.10807,    0.12465
  24.69567,    0.97256,    0.97257,    1.11595,    0.02676
  24.70367,    0.97049,    0.97640,    1.12376,    0.33577
  24.71167,    0.96835,    0.96952,    1.13152,    0.16664
  24.71967,    0.96613,    0.96883,    1.13927,   -0.17547
  24.72767,    0.96384,    0.97147,    1.14697,    0.25048
  24.73567,    0.96148,    0.96447,    1.15476,    0.27966
  24.74367,    0.95905,    0.96447,    1.16248,    0.21726
  24.75167,    0.95654,    0.95922,    1.17016,    0.14468
  24.75966,    0.95396,    0.95498,    1.17779,   -0.04491
  24.76766,    0.95130,    0.96197,    1.18549,    0.30973
  24.77566,    0.94858,    0.95203,    1.19315,    0.18623
  24.78366,    0.94578,    0.95016,    1.20068,   -0.18144
  24.79166,    0.94291,    0.95186,    1.20828,    0.24944
  24.79966,    0.93997,    0.94805,    1.21599,    0.26321
  24.80766,    0.93695,    0.94723,    1.22350,    0.09387
  24.81566,    0.93387,    0.93719,    1.23104,    0.30090
  24.82366,    0.93071,    0.93343,    1.23853,    0.22306
  24.83166,    0.92748,    0.93642,    1.24601,    0.34868
  24.83966,    0.92419,    0.93055,    1.25354,    0.43357
  24.84766,    0.92082,    0.92250,    1.26095,    0.03017
  24.85566,    0.91738,    0.92573,    1.26828,    0.26764
  24.86366,    0.91387,    0.92178,    1.27564,    0.43385
  24.87166,    0.91029,    0.91727,    1.28305,    0.32542
  24.87966,    0.90665,    0.91073,    1.29036,    0.49162
  24.88766,    0.90293,    0.90407,    1.29763,    0.33227
  24.89565,    0.89914,    0.90363,    1.30496,    0.07118
  24.90365,    0.89529,    0.90294,    1.31215,    0.52726
  24.91165,    0.89137,    0.89711,    1.31931,    0.27631
  24.91965,    0.88738,    0.89230,    1.32642,    0.05078
  24.92765,    0.88332,    0.89558,    1.33354,    0.51699
  24.93565,    0.87920,    0.88659,    1.34072,    0.44910
  24.94365,    0.87501,    0.88592,    1.34779,    0.28456
  24.95165,    0.87075,    0.89148,    1.35494,    0.54727
  24.95965,    0.86643,    0.87633,    1.36198,    0.17924
  24.96765,    0.86204,    0.86325,    1.36889,    0.20285
  24.97565,    0.85758,    0.86814,    1.37578,    0.52146
  24.98365,    0.85306,    0.85690,    1.38260,    0.07200
  24.99165,    0.84847,    0.85589,    1.38940,    0.00401
  24.99965,    0.84382,    0.85670,    1.39625,    0.39888
  25.00765,    0.83911,    0.86006,    1.40326,    0.53940
  25.01565,    0.83433,    0.83520,    1.41004,    0.17128
  25.02365,    0.82949,    0.85174,    1.41680,    0.57627
  25.03164,    0.82458,    0.83233,    1.42353,    0.06060
  25.03964,    0.81961,    0.83293,    1.43019,    0.29772
  25.04764,    0.81458,    0.82912,    1.43686,    0.55517
  25.05564,    0.80949,    0.81600,    1.44334,    0.22765
  25.06364,    0.80434,    0.81351,    1.44986,    0.04765
  25.07164,    0.79912,    0.81109,    1.45638,    0.31522
  25.07964,    0.79384,    0.80306,    1.46290,    0.48107
  25.08764,    0.78851,    0.79827,    1.46936,    0.23997
  25.09564,    0.78311,    0.79362,    1.47571,    0.46683
  25.10364,    0.77765,    0.78516,    1.48199,    0.26640
  25.11164,    0.77214,    0.77924,    1.48824,    0.14227
  25.11964,    0.76656,    0.78036,    1.49452,    0.40978
  25.12764,    0.76093,    0.77413,    1.50073,    0.58571
  25.13564,    0.75524,    0.76021,    1.50685,    0.25807
  25.14364,    0.74949,    0.75783,    1.51289,    0.05251
  25.15164,    0.74369,    0.75556,    1.51897,    0.40135
  25.15964,    0.73782,    0.74885,    1.52503,    0.45517
  25.16763,    0.73191,    0.74165,    1.53113,    0.44794
  25.17563,    0.72593,    0.73547,    1.53700,    0.49155
  25.18363,    0.71990,    0.72809,    1.54279,    0.38767
  25.19163,    0.71382,    0.71989,    1.54853,    0.23798
  25.19963,    0.70768,    0.71937,    1.55434,    0.45960
  25.20763,    0.70149,    0.71493,    1.56004,    0.58965
  25.21563,    0.69524,    0.70628,    1.56571,    0.52131
  25.22363,    0.68894,    0.69748,    1.57127,    0.21900
  25.23163,    0.68259,    0.69360,    1.57679,    0.27781
  25.23963,    0.67619,    0.69094,    1.58241,    0.59602
  25.24763,    0.66973,    0.68008,    1.58790,    0.53273
  25.25563,    0.66323,    0.67332,    1.59334,    0.45418
  25.26363,    0.65667,    0.66925,    1.59871,    0.68081
  25.27163,    0.65007,    0.66069,    1.60398,    0.65310
  25.27963,    0.64341,    0.65312,    1.60922,    0.38124
  25.28763,    0.63671,    0.64715,    1.61443,    0.55189
  25.29563,    0.62995,    0.64382,    1.61964,    0.72761
  25.30363,    0.62315,    0.63622,    1.62480,    0.83720
  25.31162,    0.61630,    0.62538,    1.62983,    0.41272
  25.31962,    0.60941,    0.61961,    1.63473,    0.59351
  25.32762,    0.60247,    0.61103,    1.63961,    0.46401
  25.33562,    0.59548,    0.61132,    1.64447,    0.76687
  25.34362,    0.58844,    0.60139,    1.64932,    0.67296
  25.35162,    0.58137,    0.59161,    1.65413,    0.61974
  25.35962,    0.57424,    0.58838,    1.65887,    0.72420
  25.36762,    0.56708,    0.57644,    1.66353,    0.69131
  25.37562,    0.55987,    0.56875,    1.66814,    0.59230
  25.38362,    0.55262,    0.56242,    1.67266,    0.53397
  25.39162,    0.54532,    0.55298,    1.67714,    0.36882
  25.39962,    0.53799,    0.54955,    1.68155,    0.62074
  25.40762,    0.53061,    0.54602,    1.68583,    0.75059
  25.41562,    0.52320,    0.53517,    1.69009,    0.59051
  25.42362,    0.51574,    0.52575,    1.69429,    0.44568
  25.43162,    0.50824,    0.52021,    1.69841,    0.12791
  25.43962,    0.50071,    0.51415,    1.70260,    0.41542
  25.44761,    0.49314,    0.51065,    1.70669,    0.57576
  25.45561,    0.48553,    0.49962,    1.71081,    0.58858
  25.46361,    0.47788,    0.49011,    1.71479,    0.57161
  25.47161,    0.47019,    0.47918,    1.71870,    0.18748
  25.47961,    0.46248,    0.47421,    1.72246,    0.37303
  25.48761,    0.45472,    0.46448,    1.72620,    0.30936
  25.49561,    0.44693,    0.45864,    1.72986,    0.27622
  25.50361,    0.43911,    0.45123,    1.73343,    0.12102
  25.51161,    0.43125,    0.44610,    1.73696,    0.10317
  25.51961,    0.42336,    0.44071,    1.74049,    0.15654
  25.52761,    0.41544,    0.43421,    1.74402,    0.49476
  25.53561,    0.40749,    0.42501,    1.74745,    0.49221
  25.54361,    0.39950,    0.41276,    1.75079,    0.36251
  25.55161,    0.39149,    0.40706,    1.75406,    0.06498
  25.55961,    0.38344,    0.39625,    1.75686,   -0.02909
  25.56761,    0.37537,    0.38865,    1.76017,   -0.16891
  25.57561,    0.36727,    0.38028,    1.76322,    0.16941
  25.58360,    0.35914,    0.37245,    1.76629,    0.27885
  25.59160,    0.35098,    0.36779,    1.76926,    0.56124
  25.59960,    0.34279,    0.35775,    1.77216,    0.41132
  25.60760,    0.33458,    0.35169,    1.77509,    0.42417
  25.61560,    0.32635,    0.33841,    1.77786,    0.17254
  25.62360,    0.31809,    0.33299,    1.78053,    0.24140
  25.63160,    0.30980,    0.32412,    1.78317,    0.71208
  25.63960,    0.30149,    0.31756,    1.78569,    0.51646
  25.64760,    0.29316,    0.30574,    1.78820,    0.37174
  25.65560,    0.28481,    0.29917,    1.79055,    0.45083
  25.66360,    0.27643,    0.28633,    1.79285,    0.34683
  25.67160,    0.26803,    0.27887,    1.79513,   -0.07250
  25.67960,    0.25962,    0.26816,    1.79733,    0.11855
  25.68760,    0.25118,    0.26428,    1.79943,    0.21809
  25.69560,    0.24272,    0.25754,    1.80150,   -0.17577
  25.70360,    0.23425,    0.25033,    1.80353,    0.30530
  25.71160,    0.22576,    0.24359,    1.80550,    0.12003
  25.71959,    0.21725,    0.23216,    1.80739,    0.39259
  25.72759,    0.20872,    0.22463,    1.80922,    0.20738
  25.73559,    0.20018,    0.21672,    1.81100,    0.39860
  25.74359,    0.19162,    0.20805,    1.81269,    0.19818
  25.75159,    0.18305,    0.19680,    1.81428,    0.24702
  25.75959,    0.17446,    0.18997,    1.81583,   -0.00422
  25.76759,    0.16587,    0.18192,    1.81724,    0.11081
  25.77559,    0.15725,    0.17025,    1.81867,   -0.22686
  25.78359,    0.14863,    0.16469,    1.82000,    0.16796
  25.79159,    0.13999,    0.15821,    1.82125,   -0.04757
  25.79959,    0.13135,    0.15066,    1.82244,   -0.29868
  25.80759,    0.12269,    0.14026,    1.82360,    0.24372
  25.81559,    0.11403,    0.13008,    1.82468,    0.21138
  25.82359,    0.10535,    0.12159,    1.82570,    0.04681
  25.83159,    0.09667,    0.11296,    1.82665,    0.21798
  25.83959,    0.08798,    0.10335,    1.82749,    0.30779
  25.84759,    0.07929,    0.09779,    1.82831,    0.20943
  25.85559,    0.07059,    0.08422,    1.82902,    0.20265
  25.86358,    0.06188,    0.07730,    1.82961,    0.17048
  25.87158,    0.05317,    0.06634,    1.83024,    0.37229
  25.87958,    0.04445,    0.05863,    1.83077,    0.56397
  25.88758,    0.03573,    0.04904,    1.83118,    0.55221
  25.89558,    0.02701,    0.03737,    1.83155,    0.42349
  25.90358,    0.01829,    0.02953,    1.83183,    0.43722
  25.91158,    0.00956,    0.02514,    1.83206,    0.38486
  25.91958,    0.00083,    0.01850,    1.83216,    0.35796
  25.92758,   -0.00789,    0.00925,    1.83221,    0.37169
  25.93558,   -0.01662,    0.00431,    1.83223,   -0.49915
  25.94358,   -0.02534,   -0.01762,    1.83217,   -0.40522
  25.95158,   -0.03407,   -0.03495,    1.83192,   -0.89448
  25.95958,   -0.04278,   -0.04482,    1.83164,   -0.61977
  25.96758,   -0.05150,   -0.04429,    1.83130,   -0.61979
  25.97558,   -0.06021,   -0.04880,    1.83093,   -0.45198
  25.98358,   -0.06892,   -0.05422,    1.83050,   -0.44701
  25.99158,   -0.07763,   -0.05889,    1.83007,   -0.48786
  25.99957,   -0.08632,   -0.06776,    1.82957,   -0.69151
  26.00757,   -0.09501,   -0.07718,    1.82899,   -0.67651
  26.01557,   -0.10370,   -0.07970,    1.82834,   -0.47335
  26.02357,   -0.11237,   -0.09177,    1.82767,   -0.31092
  26.03157,   -0.12104,   -0.10357,    1.82687,   -0.32150
  26.03957,   -0.12970,   -0.11085,    1.82601,   -0.41857
  26.04757,   -0.13834,   -0.12058,    1.82506,   -0.41397
  26.05557,   -0.14698,   -0.13008,    1.82407,   -0.28225
  26.06357,   -0.15561,   -0.14053,    1.82296,   -0.48629
  26.07157,   -0.16422,   -0.14379,    1.82180,   -0.74632
  26.07957,   -0.17282,   -0.15757,    1.82064,   -0.38077
  26.08757,   -0.18141,   -0.16775,    1.81935,   -0.53916
  26.09557,   -0.18998,   -0.16984,    1.81801,   -0.50431
  26.10357,   -0.19854,   -0.18388,    1.81662,   -0.13382
  26.11157,   -0.20709,   -0.19002,    1.81506,   -0.47036
  26.11957,   -0.21562,   -0.20313,    1.81358,   -0.02875
  26.12757,   -0.22413,   -0.21087,    1.81188,   -0.33996
  26.13556,   -0.23263,   -0.22034,    1.81017,   -0.04085
  26.14356,   -0.24111,   -0.22849,    1.80837,   -0.13850
  26.15156,   -0.24957,   -0.23408,    1.80656,    0.19612
  26.15956,   -0.25801,   -0.24596,    1.80460,   -0.25768
  26.16756,   -0.26643,   -0.25557,    1.80256,   -0.20797
  26.17556,   -0.27483,   -0.26337,    1.80048,   -0.46348
  26.18356,   -0.28321,   -0.27242,    1.79832,   -0.50032
  26.19156,   -0.29157,   -0.27528,    1.79616,   -0.14046
  26.19956,   -0.29990,   -0.28436,    1.79386,   -0.50292
  26.20756,   -0.30821,   -0.29503,    1.79155,   -0.29064
  26.21556,   -0.31650,   -0.29953,    1.78919,    0.17082
  26.22356,   -0.32477,   -0.30696,    1.78674,   -0.21210
  26.23156,   -0.33301,   -0.31974,    1.78434,   -0.06605
  26.23956,   -0.34123,   -0.33148,    1.78172,   -0.13878
  26.24756,   -0.34942,   -0.33906,    1.77905,   -0.21663
  26.25556,   -0.35758,   -0.34553,    1.77625,   -0.33011
  26.26356,   -0.36571,   -0.35205,    1.77341,   -0.25544
  26.27155,   -0.37382,   -0.36068,    1.77054,   -0.36391
  26.27955,   -0.38190,   -0.36652,    1.76763,   -0.13162
  26.28755,   -0.38995,   -0.37010,    1.76462,    0.05993
  26.29555,   -0.39797,   -0.38316,    1.76158,   -0.07916
  26.30355,   -0.40596,   -0.39186,    1.75844,   -0.35562
  26.31155,   -0.41392,   -0.39471,    1.75531,   -0.19468
  26.31955,   -0.42185,   -0.41374,    1.75207,   -0.30335
  26.32755,   -0.42975,   -0.41856,    1.74871,   -0.15264
  26.33555,   -0.43761,   -0.42707,    1.74532,    0.04889
  26.34355,   -0.44544,   -0.43853,    1.74184,   -0.02935
  26.35155,   -0.45323,   -0.44219,    1.73829,   -0.37720
  26.35955,   -0.46100,   -0.44989,    1.73475,   -0.34869
  26.36755,   -0.46872,   -0.45336,    1.73116,   -0.19812
  26.37555,   -0.47641,   -0.46166,    1.72749,   -0.06795
  26.38355,   -0.48407,   -0.47086,    1.72379,   -0.08528
  26.39155,   -0.49168,   -0.48090,    1.72003,    0.06520
  26.39955,   -0.49926,   -0.49025,    1.71615,   -0.04885
  26.40755,   -0.50681,   -0.49643,    1.71213,   -0.10186
  26.41554,   -0.51431,   -0.50159,    1.70808,   -0.07861
  26.42354,   -0.52177,   -0.50931,    1.70399,   -0.05861
  26.43154,   -0.52920,   -0.51928,    1.69986,   -0.11119
  26.43954,   -0.53658,   -0.52493,    1.69563,   -0.33670
  26.44754,   -0.54393,   -0.53195,    1.69150,   -0.15019
  26.45554,   -0.55123,   -0.53984,    1.68720,   -0.08575
  26.46354,   -0.55849,   -0.54614,    1.68290,   -0.03653
  26.47154,   -0.56570,   -0.55899,    1.67853,   -0.11447
  26.47954,   -0.57288,   -0.56554,    1.67404,   -0.30428
  26.48754,   -0.58001,   -0.56736,    1.66947,   -0.18891
  26.49554,   -0.58710,   -0.57539,    1.66482,   -0.10402
  26.50354,   -0.59414,   -0.58066,    1.66023,   -0.01912
  26.51154,   -0.60113,   -0.59173,    1.65555,   -0.30042
  26.51954,   -0.60808,   -0.59586,    1.65069,   -0.12393
  26.52754,   -0.61499,   -0.60213,    1.64586,    0.00172
  26.53554,   -0.62185,   -0.60655,    1.64107,   -0.02013
  26.54354,   -0.62866,   -0.61834,    1.63621,   -0.08772
  26.55153,   -0.63542,   -0.62560,    1.63129,   -0.30791
  26.55953,   -0.64213,   -0.63118,    1.62632,    0.04671
  26.56753,   -0.64880,   -0.63895,    1.62116,   -0.00049
  26.57553,   -0.65541,   -0.64974,    1.61596,    0.02353
  26.58353,   -0.66198,   -0.65333,    1.61073,   -0.21182
  26.59153,   -0.66849,   -0.65312,    1.60553,    0.09199
  26.59953,   -0.67496,   -0.66196,    1.60024,    0.14660
  26.60753,   -0.68137,   -0.67301,    1.59498,    0.05372
  26.61553,   -0.68773,   -0.68008,    1.58953,   -0.10528
  26.62353,   -0.69404,   -0.68634,    1.58401,    0.00534
  26.63153,   -0.70030,   -0.68269,    1.57847,    0.14649
  26.63953,   -0.70650,   -0.69966,    1.57289,   -0.18028
  26.64753,   -0.71265,   -0.69969,    1.56734,   -0.09505
  26.65553,   -0.71874,   -0.70868,    1.56179,    0.11737
  26.66353,   -0.72478,   -0.71493,    1.55605,    0.18739
  26.67153,   -0.73077,   -0.72471,    1.55029,   -0.14948
  26.67953,   -0.73670,   -0.72289,    1.54449,   -0.08960
  26.68752,   -0.74257,   -0.73250,    1.53871,    0.02117
  26.69552,   -0.74839,   -0.73988,    1.53290,    0.12179
  26.70352,   -0.75415,   -0.74700,    1.52683,   -0.02680
  26.71152,   -0.75985,   -0.74971,    1.52071,   -0.16520
  26.71952,   -0.76549,   -0.75048,    1.51471,    0.18471
  26.72752,   -0.77108,   -0.76153,    1.50865,   -0.12659
  26.73552,   -0.77660,   -0.76416,    1.50257,    0.06060
  26.74352,   -0.78207,   -0.77452,    1.49641,    0.28341
  26.75152,   -0.78748,   -0.78478,    1.49008,   -0.06851
  26.75952,   -0.79283,   -0.78099,    1.48387,   -0.06437
  26.76752,   -0.79812,   -0.78731,    1.47758,    0.28058
  26.77552,   -0.80334,   -0.79297,    1.47132,    0.14742
  26.78352,   -0.80851,   -0.80160,    1.46494,    0.02447
  26.79152,   -0.81361,   -0.80306,    1.45844,    0.03379
  26.79952,   -0.81866,   -0.80599,    1.45197,    0.26692
  26.80752,   -0.82364,   -0.81792,    1.44547,   -0.11029
  26.81552,   -0.82855,   -0.81859,    1.43899,    0.03132
  26.82351,   -0.83341,   -0.82396,    1.43239,    0.28996
  26.83151,   -0.83820,   -0.83405,    1.42571,   -0.09227
  26.83951,   -0.84293,   -0.83022,    1.41905,    0.00362
  26.84751,   -0.84759,   -0.83564,    1.41237,    0.24198
  26.85551,   -0.85219,   -0.84695,    1.40567,   -0.03846
  26.86351,   -0.85672,   -0.84829,    1.39874,    0.05242
  26.87151,   -0.86119,   -0.84498,    1.39188,    0.28576
  26.87951,   -0.86559,   -0.85728,    1.38509,   -0.00988
  26.88751,   -0.86993,   -0.85968,    1.37826,    0.01494
  26.89551,   -0.87420,   -0.86711,    1.37141,    0.26360
  26.90351,   -0.87840,   -0.87713,    1.36445,   -0.03198
  26.91151,   -0.88254,   -0.87281,    1.35741,   -0.09863
  26.91951,   -0.88661,   -0.87780,    1.35039,    0.11448
  26.92751,   -0.89061,   -0.88592,    1.34337,    0.02752
  26.93551,   -0.89455,   -0.88741,    1.33621,    0.05756
  26.94351,   -0.89841,   -0.88592,    1.32909,    0.08255
