     t     ,     r     ,     v     ,     p     ,     m     
  13.95220,    0.46987,    0.48004,    1.71871,   -0.22972
  13.96020,    0.46215,    0.47551,    1.72252,   -0.27814
  13.96820,    0.45439,    0.46571,    1.72623,   -0.28077
  13.97620,    0.44660,    0.45609,    1.72990,   -0.35969
  13.98421,    0.43878,    0.45142,    1.73349,   -0.42333
  13.99221,    0.43092,    0.44212,    1.73706,   -0.49205
  14.00021,    0.42303,    0.44035,    1.74048,   -0.31152
  14.00821,    0.41510,    0.43385,    1.74402,   -0.04959
  14.01621,    0.40715,    0.42431,    1.74749,   -0.00637
  14.02421,    0.39916,    0.41374,    1.75090,   -0.12589
  14.03221,    0.39115,    0.40605,    1.75410,   -0.29118
  14.04021,    0.38310,    0.39670,    1.75723,   -0.33947
  14.04821,    0.37503,    0.38812,    1.76036,   -0.57084
  14.05621,    0.36692,    0.38170,    1.76345,   -0.39021
  14.06421,    0.35879,    0.37966,    1.76656,   -0.10274
  14.07221,    0.35063,    0.36859,    1.76953,    0.07793
  14.08021,    0.34245,    0.36012,    1.77244,   -0.04147
  14.08821,    0.33423,    0.35099,    1.77533,   -0.00828
  14.09621,    0.32600,    0.33985,    1.77807,   -0.33620
  14.10421,    0.31773,    0.33129,    1.78080,   -0.28260
  14.11221,    0.30945,    0.32221,    1.78341,    0.02022
  14.12021,    0.30114,    0.31756,    1.78598,    0.01790
  14.12821,    0.29281,    0.30483,    1.78841,   -0.13191
  14.13621,    0.28445,    0.29941,    1.79082,   -0.12402
  14.14421,    0.27607,    0.28748,    1.79314,   -0.10596
  14.15221,    0.26768,    0.28096,    1.79540,   -0.33709
  14.16021,    0.25926,    0.26919,    1.79761,   -0.30371
  14.16821,    0.25082,    0.26674,    1.79976,    0.02979
  14.17621,    0.24236,    0.26142,    1.80183,   -0.33353
  14.18421,    0.23389,    0.24970,    1.80386,    0.10174
  14.19221,    0.22540,    0.24460,    1.80581,    0.02330
  14.20022,    0.21689,    0.23314,    1.80776,    0.15344
  14.20822,    0.20836,    0.22370,    1.80958,    0.11064
  14.21622,    0.19982,    0.21394,    1.81128,    0.12893
  14.22422,    0.19126,    0.20658,    1.81300,    0.06584
  14.23222,    0.18269,    0.19388,    1.81457,   -0.12945
  14.24022,    0.17410,    0.18952,    1.81603,   -0.24336
  14.24822,    0.16550,    0.17811,    1.81751,    0.08019
  14.25622,    0.15689,    0.17149,    1.81887,   -0.30832
  14.26422,    0.14826,    0.16191,    1.82018,   -0.15257
  14.27222,    0.13963,    0.16102,    1.82142,   -0.33757
  14.28022,    0.13098,    0.14616,    1.82265,   -0.21229
  14.28822,    0.12233,    0.13770,    1.82378,    0.07578
  14.29622,    0.11366,    0.13089,    1.82486,   -0.00233
  14.30422,    0.10499,    0.12075,    1.82585,   -0.15672
  14.31222,    0.09630,    0.11260,    1.82676,    0.07040
  14.32022,    0.08761,    0.10249,    1.82759,    0.09409
  14.32822,    0.07892,    0.09702,    1.82842,    0.06694
  14.33622,    0.07022,    0.08363,    1.82913,    0.02455
  14.34422,    0.06151,    0.07569,    1.82977,    0.06359
  14.35222,    0.05280,    0.06680,    1.83033,    0.17385
  14.36022,    0.04408,    0.05867,    1.83085,    0.35027
  14.36822,    0.03536,    0.04460,    1.83127,    0.28765
  14.37622,    0.02664,    0.03895,    1.83162,    0.20979
  14.38422,    0.01792,    0.02838,    1.83186,    0.25405
  14.39222,    0.00919,    0.02469,    1.83210,    0.21695
  14.40022,    0.00046,    0.01618,    1.83220,    0.23074
  14.40823,   -0.00826,    0.00788,    1.83224,    0.03364
  14.41623,   -0.01699,    0.00563,    1.83228,   -0.59301
  14.42423,   -0.02571,   -0.03310,    1.83220,   -0.51273
  14.43223,   -0.03444,   -0.03298,    1.83191,   -1.04197
  14.44023,   -0.04316,   -0.04504,    1.83162,   -0.88427
  14.44823,   -0.05187,   -0.04724,    1.83127,   -0.89445
  14.45623,   -0.06058,   -0.04703,    1.83090,   -0.47743
  14.46423,   -0.06929,   -0.05443,    1.83044,   -0.69625
  14.47223,   -0.07799,   -0.06311,    1.82999,   -0.72693
  14.48023,   -0.08669,   -0.06745,    1.82950,   -0.84412
  14.48823,   -0.09538,   -0.07452,    1.82889,   -0.76298
  14.49623,   -0.10406,   -0.08111,    1.82828,   -0.53440
  14.50423,   -0.11274,   -0.09326,    1.82759,   -0.33637
  14.51223,   -0.12141,   -0.10314,    1.82679,   -0.33677
  14.52023,   -0.13006,   -0.11210,    1.82592,   -0.58136
  14.52823,   -0.13871,   -0.12142,    1.82495,   -0.59710
  14.53623,   -0.14735,   -0.13197,    1.82397,   -0.39927
  14.54423,   -0.15597,   -0.13981,    1.82282,   -0.64399
  14.55223,   -0.16459,   -0.14628,    1.82171,   -0.75143
  14.56023,   -0.17319,   -0.15829,    1.82052,   -0.40624
  14.56823,   -0.18177,   -0.16831,    1.81937,   -0.63075
  14.57623,   -0.19035,   -0.17034,    1.81795,   -0.63660
  14.58423,   -0.19891,   -0.18374,    1.81652,   -0.21015
  14.59223,   -0.20745,   -0.19146,    1.81508,   -0.55688
  14.60023,   -0.21598,   -0.20383,    1.81352,   -0.21190
  14.60823,   -0.22449,   -0.21128,    1.81184,   -0.40612
  14.61623,   -0.23299,   -0.22161,    1.81013,    0.02015
  14.62424,   -0.24147,   -0.22998,    1.80834,   -0.27080
  14.63224,   -0.24992,   -0.23408,    1.80649,    0.17065
  14.64024,   -0.25836,   -0.24733,    1.80453,   -0.34419
  14.64824,   -0.26678,   -0.25668,    1.80253,   -0.22836
  14.65624,   -0.27518,   -0.26358,    1.80042,   -0.44319
  14.66424,   -0.28356,   -0.27336,    1.79830,   -0.48512
  14.67224,   -0.29192,   -0.27528,    1.79608,   -0.15069
  14.68024,   -0.30026,   -0.28321,    1.79382,   -0.50806
  14.68824,   -0.30857,   -0.29615,    1.79147,   -0.44838
  14.69624,   -0.31686,   -0.30095,    1.78913,    0.04869
  14.70424,   -0.32512,   -0.30603,    1.78669,   -0.16129
  14.71224,   -0.33336,   -0.32060,    1.78422,   -0.07630
  14.72024,   -0.34158,   -0.33220,    1.78160,   -0.19988
  14.72824,   -0.34976,   -0.33954,    1.77894,   -0.24213
  14.73624,   -0.35793,   -0.34536,    1.77615,   -0.27424
  14.74424,   -0.36606,   -0.35274,    1.77333,   -0.30128
  14.75224,   -0.37417,   -0.36123,    1.77039,   -0.11475
  14.76024,   -0.38224,   -0.36818,    1.76753,   -0.13169
  14.76824,   -0.39029,   -0.37168,    1.76453,    0.22771
  14.77624,   -0.39831,   -0.38268,    1.76148,   -0.08432
  14.78424,   -0.40630,   -0.38858,    1.75841,   -0.23871
  14.79224,   -0.41426,   -0.39879,    1.75524,   -0.25580
  14.80024,   -0.42219,   -0.40689,    1.75202,   -0.11015
  14.80824,   -0.43008,   -0.41518,    1.74867,   -0.10186
  14.81624,   -0.43794,   -0.42671,    1.74530,   -0.00205
  14.82424,   -0.44577,   -0.43745,    1.74185,   -0.03453
  14.83224,   -0.45357,   -0.44035,    1.73833,   -0.35185
  14.84025,   -0.46133,   -0.44816,    1.73475,   -0.29791
  14.84825,   -0.46905,   -0.45298,    1.73119,   -0.12193
  14.85625,   -0.47674,   -0.45765,    1.72755,    0.10491
  14.86425,   -0.48439,   -0.47043,    1.72385,   -0.10063
  14.87225,   -0.49201,   -0.47980,    1.72010,    0.13631
  14.88025,   -0.49959,   -0.49162,    1.71616,   -0.06928
  14.88825,   -0.50713,   -0.49622,    1.71218,   -0.01549
  14.89625,   -0.51463,   -0.50350,    1.70812,   -0.04818
  14.90425,   -0.52209,   -0.50736,    1.70405,    0.03796
  14.91225,   -0.52951,   -0.52043,    1.69992,   -0.02480
  14.92025,   -0.53689,   -0.52210,    1.69572,   -0.23504
  14.92825,   -0.54424,   -0.53155,    1.69156,   -0.04854
  14.93625,   -0.55154,   -0.54046,    1.68732,    0.03626
  14.94425,   -0.55879,   -0.54569,    1.68303,    0.16176
  14.95225,   -0.56601,   -0.55868,    1.67864,    0.04822
  14.96025,   -0.57318,   -0.56537,    1.67409,   -0.18228
  14.96825,   -0.58031,   -0.56645,    1.66954,   -0.16354
  14.97625,   -0.58740,   -0.57601,    1.66496,    0.02815
  14.98425,   -0.59444,   -0.58231,    1.66032,    0.01642
  14.99225,   -0.60143,   -0.59089,    1.65565,   -0.16316
  15.00025,   -0.60838,   -0.59633,    1.65081,   -0.03244
  15.00825,   -0.61528,   -0.60297,    1.64597,   -0.01360
  15.01625,   -0.62214,   -0.60448,    1.64115,   -0.01511
  15.02425,   -0.62894,   -0.61961,    1.63633,   -0.01658
  15.03225,   -0.63570,   -0.62428,    1.63141,   -0.11977
  15.04025,   -0.64242,   -0.63011,    1.62641,    0.08225
  15.04825,   -0.64908,   -0.63833,    1.62127,    0.30462
  15.05626,   -0.65569,   -0.65094,    1.61612,    0.19642
  15.06426,   -0.66226,   -0.65280,    1.61088,   -0.13559
  15.07226,   -0.66877,   -0.65650,    1.60562,    0.05124
  15.08026,   -0.67523,   -0.66134,    1.60037,    0.08041
  15.08826,   -0.68164,   -0.67406,    1.59513,    0.25203
  15.09626,   -0.68800,   -0.68135,    1.58967,   -0.02903
  15.10426,   -0.69431,   -0.68423,    1.58413,    0.12227
  15.11226,   -0.70056,   -0.68346,    1.57860,    0.16678
  15.12026,   -0.70676,   -0.69940,    1.57304,   -0.03283
  15.12826,   -0.71291,   -0.71011,    1.56741,   -0.13071
  15.13626,   -0.71900,   -0.70132,    1.56185,    0.49372
  15.14426,   -0.72504,   -0.71524,    1.55612,    0.30432
  15.15226,   -0.73102,   -0.72258,    1.55032,   -0.05797
  15.16026,   -0.73695,   -0.73336,    1.54449,   -0.18119
  15.16826,   -0.74282,   -0.73581,    1.53870,    0.13302
  15.17626,   -0.74863,   -0.74506,    1.53280,    0.16753
  15.18426,   -0.75439,   -0.75012,    1.52672,    0.06470
  15.19226,   -0.76009,   -0.75175,    1.52064,    0.07890
  15.20026,   -0.76573,   -0.75374,    1.51455,    0.26096
  15.20826,   -0.77131,   -0.76618,    1.50846,   -0.10120
  15.21626,   -0.77684,   -0.76476,    1.50241,    0.11650
  15.22426,   -0.78230,   -0.77236,    1.49619,    0.26303
  15.23226,   -0.78771,   -0.78655,    1.48990,    0.00266
  15.24026,   -0.79305,   -0.78413,    1.48366,   -0.03390
  15.24826,   -0.79834,   -0.78758,    1.47734,    0.26020
  15.25626,   -0.80356,   -0.79283,    1.47111,    0.18299
  15.26427,   -0.80873,   -0.80266,    1.46468,    0.13124
  15.27227,   -0.81383,   -0.80486,    1.45814,    0.28807
  15.28027,   -0.81887,   -0.80745,    1.45166,    0.22110
  15.28827,   -0.82385,   -0.81819,    1.44515,   -0.02386
  15.29627,   -0.82876,   -0.81855,    1.43870,    0.30596
  15.30427,   -0.83361,   -0.82248,    1.43213,    0.28484
  15.31227,   -0.83840,   -0.83626,    1.42542,   -0.00076
  15.32027,   -0.84313,   -0.83043,    1.41878,    0.29861
  15.32827,   -0.84779,   -0.83662,    1.41212,    0.23178
  15.33627,   -0.85238,   -0.84774,    1.40538,    0.09376
  15.34427,   -0.85691,   -0.84891,    1.39844,    0.12361
  15.35227,   -0.86138,   -0.84685,    1.39158,    0.19417
  15.36027,   -0.86578,   -0.85589,    1.38478,    0.00534
  15.36827,   -0.87011,   -0.85905,    1.37795,    0.14208
  15.37627,   -0.87438,   -0.86567,    1.37111,    0.30426
  15.38427,   -0.87858,   -0.87710,    1.36411,   -0.03200
  15.39227,   -0.88271,   -0.87202,    1.35713,    0.08446
  15.40027,   -0.88678,   -0.87780,    1.35010,    0.26705
  15.40827,   -0.89078,   -0.88513,    1.34307,    0.09870
  15.41627,   -0.89471,   -0.88700,    1.33593,    0.16945
  15.42427,   -0.89858,   -0.88770,    1.32874,    0.13339
  15.43227,   -0.90237,   -0.89711,    1.32158,    0.00071
  15.44027,   -0.90610,   -0.89793,    1.31451,    0.28516
  15.44827,   -0.90976,   -0.90210,    1.30729,    0.45262
  15.45627,   -0.91334,   -0.91440,    1.29999,    0.00466
  15.46427,   -0.91686,   -0.91183,    1.29268,    0.24338
  15.47227,   -0.92031,   -0.91675,    1.28542,    0.25833
  15.48028,   -0.92369,   -0.91974,    1.27803,    0.13088
  15.48828,   -0.92700,   -0.92295,    1.27066,    0.29336
  15.49628,   -0.93023,   -0.92535,    1.26334,    0.22700
  15.50428,   -0.93340,   -0.92942,    1.25590,    0.04874
  15.51228,   -0.93650,   -0.93149,    1.24846,    0.36390
  15.52028,   -0.93952,   -0.94148,    1.24092,    0.15517
  15.52828,   -0.94247,   -0.93477,    1.23348,    0.00242
  15.53628,   -0.94536,   -0.93808,    1.22595,    0.38886
  15.54428,   -0.94816,   -0.94553,    1.21849,    0.13442
  15.55228,   -0.95090,   -0.94764,    1.21083,    0.11398
  15.56028,   -0.95357,   -0.94409,    1.20324,    0.17495
  15.56828,   -0.95616,   -0.95536,    1.19559,    0.06300
  15.57628,   -0.95868,   -0.95430,    1.18804,    0.37833
  15.58428,   -0.96112,   -0.96090,    1.18039,    0.27152
  15.59228,   -0.96350,   -0.95874,    1.17261,   -0.05399
  15.60028,   -0.96580,   -0.96171,    1.16502,    0.16985
  15.60828,   -0.96802,   -0.96322,    1.15732,    0.11397
  15.61628,   -0.97017,   -0.96751,    1.14952,    0.12423
  15.62428,   -0.97225,   -0.96348,    1.14182,    0.23115
  15.63228,   -0.97426,   -0.97494,    1.13414,    0.12955
  15.64028,   -0.97619,   -0.97494,    1.12631,    0.26705
  15.64828,   -0.97804,   -0.97873,    1.11851,    0.36895
  15.65628,   -0.97982,   -0.97679,    1.11160,   -0.04286
  15.66428,   -0.98153,   -0.97748,    1.10332,    0.26257
  15.67228,   -0.98316,   -0.98084,    1.09552,    0.06443
  15.68028,   -0.98472,   -0.98283,    1.08763,    0.17152
  15.68828,   -0.98620,   -0.98000,    1.07973,    0.23284
  15.69629,   -0.98761,   -0.98832,    1.07188,    0.04495
  15.70429,   -0.98894,   -0.98781,    1.06398,    0.19280
  15.71229,   -0.99020,   -0.99126,    1.05606,    0.39152
  15.72029,   -0.99138,   -0.99016,    1.04818,   -0.04045
  15.72829,   -0.99248,   -0.98915,    1.04032,    0.34144
  15.73629,   -0.99351,   -0.99438,    1.03232,    0.13332
  15.74429,   -0.99447,   -0.99153,    1.02431,    0.05237
  15.75229,   -0.99535,   -0.98882,    1.01633,    0.25121
  15.76029,   -0.99615,   -0.99534,    1.00843,    0.13472
  15.76829,   -0.99688,   -0.99474,    1.00045,    0.32851
  15.77629,   -0.99753,   -1.00087,    0.99243,    0.27818
  15.78429,   -0.99810,   -0.99287,    0.98444,    0.08036
  15.79229,   -0.99860,   -0.99203,    0.97659,    0.35561
  15.80029,   -0.99903,   -1.00224,    0.96865,    0.11714
  15.80829,   -0.99937,   -0.99855,    0.96057,    0.35683
  15.81629,   -0.99964,   -0.99574,    0.95254,    0.32695
  15.82429,   -0.99984,   -0.99898,    0.94460,    0.14959
  15.83229,   -0.99996,   -1.00133,    0.93663,    0.48089
  15.84029,   -1.00000,   -1.00087,    0.92854,    0.19167
  15.84829,   -0.99997,   -0.99812,    0.92057,    0.21274
  15.85629,   -0.99986,   -0.99929,    0.91266,    0.43222
  15.86429,   -0.99967,   -1.00061,    0.90461,    0.27530
  15.87229,   -0.99941,   -1.00277,    0.89657,    0.18963
  15.88029,   -0.99907,   -1.00140,    0.88856,    0.19044
  15.88829,   -0.99866,   -0.99855,    0.88061,    0.33878
  15.89629,   -0.99817,   -0.99387,    0.87260,    0.44137
  15.90429,   -0.99760,   -1.00504,    0.86459,    0.10654
  15.91230,   -0.99696,   -0.99474,    0.85667,    0.43807
  15.92030,   -0.99624,   -0.99855,    0.84872,    0.46441
  15.92830,   -0.99545,   -0.99814,    0.84067,    0.26189
  15.93630,   -0.99458,   -0.99625,    0.83262,    0.40527
  15.94430,   -0.99363,   -0.99524,    0.82469,    0.21806
  15.95230,   -0.99261,   -0.99387,    0.81672,    0.46830
  15.96030,   -0.99151,   -0.99153,    0.80876,    0.51511
  15.96830,   -0.99034,   -0.99574,    0.80082,    0.20587
  15.97630,   -0.98909,   -0.98599,    0.79295,    0.61894
  15.98430,   -0.98777,   -0.99766,    0.78505,    0.37587
  15.99230,   -0.98637,   -0.98832,    0.77704,    0.38207
  16.00030,   -0.98490,   -0.98515,    0.76910,    0.23569
  16.00830,   -0.98335,   -0.98599,    0.76121,    0.22666
  16.01630,   -0.98173,   -0.98649,    0.75342,    0.44145
  16.02430,   -0.98003,   -0.98383,    0.74556,    0.73257
  16.03230,   -0.97825,   -0.98184,    0.73760,    0.24547
  16.04030,   -0.97641,   -0.97820,    0.72980,    0.59767
  16.04830,   -0.97449,   -0.98232,    0.72199,    0.37511
  16.05630,   -0.97249,   -0.97691,    0.71414,    0.39672
  16.06429,   -0.97042,   -0.97154,    0.70634,    0.29118
  16.07229,   -0.96828,   -0.97103,    0.69860,    0.26706
  16.08029,   -0.96606,   -0.97249,    0.69083,    0.52779
  16.08829,   -0.96377,   -0.96924,    0.68310,    0.61051
  16.09629,   -0.96140,   -0.96574,    0.67533,    0.25583
  16.10429,   -0.95897,   -0.96193,    0.66761,    0.55731
  16.11229,   -0.95646,   -0.96669,    0.65993,    0.42645
  16.12029,   -0.95387,   -0.95701,    0.65220,    0.36176
  16.12829,   -0.95122,   -0.95327,    0.64453,    0.41913
  16.13629,   -0.94849,   -0.95279,    0.63698,    0.31887
  16.14429,   -0.94569,   -0.95234,    0.62933,    0.48311
  16.15229,   -0.94281,   -0.94769,    0.62173,    0.68805
  16.16029,   -0.93987,   -0.94846,    0.61416,    0.30809
  16.16829,   -0.93685,   -0.95327,    0.60659,    0.43169
  16.17629,   -0.93377,   -0.95155,    0.59902,    0.59091
  16.18429,   -0.93061,   -0.94340,    0.59133,    0.36867
  16.19229,   -0.92738,   -0.93764,    0.58376,    0.46690
  16.20028,   -0.92408,   -0.93314,    0.57630,    0.31081
  16.20828,   -0.92071,   -0.92662,    0.56897,    0.56168
  16.21628,   -0.91727,   -0.92338,    0.56148,    0.71081
  16.22428,   -0.91376,   -0.92573,    0.55412,    0.36658
  16.23228,   -0.91018,   -0.91526,    0.54678,    0.53610
  16.24028,   -0.90653,   -0.91298,    0.53953,    0.80738
  16.24828,   -0.90281,   -0.91286,    0.53216,    0.34621
  16.25628,   -0.89902,   -0.90984,    0.52482,    0.58699
  16.26428,   -0.89517,   -0.90057,    0.51757,    0.49208
  16.27228,   -0.89124,   -0.89620,    0.51038,    0.37176
  16.28028,   -0.88725,   -0.89683,    0.50334,    0.70924
  16.28828,   -0.88319,   -0.89450,    0.49619,    0.67032
  16.29628,   -0.87907,   -0.88719,    0.48902,    0.35678
  16.30428,   -0.87487,   -0.88156,    0.48194,    0.93336
  16.31228,   -0.87061,   -0.88237,    0.47493,    0.70121
  16.32028,   -0.86629,   -0.87384,    0.46785,    0.42840
  16.32828,   -0.86190,   -0.87068,    0.46092,    0.67949
  16.33628,   -0.85744,   -0.86850,    0.45405,    0.68647
  16.34427,   -0.85291,   -0.86248,    0.44716,    0.47981
  16.35227,   -0.84833,   -0.86145,    0.44021,    0.65466
  16.36027,   -0.84367,   -0.85625,    0.43341,    0.66167
  16.36827,   -0.83896,   -0.84829,    0.42657,    0.37369
  16.37627,   -0.83418,   -0.83928,    0.41988,    0.72660
  16.38427,   -0.82933,   -0.84084,    0.41325,    0.68788
  16.39227,   -0.82442,   -0.83470,    0.40654,    0.44572
  16.40027,   -0.81945,   -0.83051,    0.39990,    0.61556
  16.40827,   -0.81442,   -0.82248,    0.39326,    0.66336
  16.41627,   -0.80933,   -0.81761,    0.38667,    0.46701
  16.42427,   -0.80417,   -0.81449,    0.38015,    0.78950
  16.43227,   -0.79895,   -0.80920,    0.37362,    0.73050
  16.44027,   -0.79368,   -0.80771,    0.36718,    0.44773
  16.44827,   -0.78834,   -0.79647,    0.36086,    0.63802
  16.45627,   -0.78294,   -0.79079,    0.35464,    0.76218
  16.46427,   -0.77748,   -0.79403,    0.34830,    0.50997
  16.47227,   -0.77196,   -0.78312,    0.34184,    0.47648
  16.48026,   -0.76639,   -0.77648,    0.33559,    0.66172
  16.48826,   -0.76075,   -0.77452,    0.32938,    0.50619
  16.49626,   -0.75506,   -0.76177,    0.32330,    0.48799
  16.50426,   -0.74931,   -0.75855,    0.31726,    0.87674
  16.51226,   -0.74350,   -0.75726,    0.31119,    0.74667
  16.52026,   -0.73764,   -0.75211,    0.30520,    0.43350
  16.52826,   -0.73172,   -0.73883,    0.29926,    0.54760
  16.53626,   -0.72574,   -0.73336,    0.29331,    0.71259
  16.54426,   -0.71971,   -0.73547,    0.28748,    0.53679
  16.55226,   -0.71362,   -0.72409,    0.28158,    0.49325
  16.56026,   -0.70748,   -0.71987,    0.27582,    0.56671
  16.56826,   -0.70129,   -0.70836,    0.27009,    0.70630
  16.57626,   -0.69504,   -0.70472,    0.26515,    0.36269
  16.58426,   -0.68874,   -0.69779,    0.25924,    0.53282
  16.59226,   -0.68239,   -0.69343,    0.25365,    0.87591
  16.60026,   -0.67598,   -0.69034,    0.24810,    0.74087
  16.60826,   -0.66953,   -0.68344,    0.24262,    0.43800
  16.61625,   -0.66302,   -0.66896,    0.23720,    0.64887
  16.62425,   -0.65646,   -0.66841,    0.23189,    0.68171
  16.63225,   -0.64985,   -0.66294,    0.22663,    0.71457
  16.64025,   -0.64320,   -0.65820,    0.22127,    0.42191
  16.64825,   -0.63649,   -0.64765,    0.21604,    0.71419
  16.65625,   -0.62974,   -0.63864,    0.21093,    0.68604
  16.66425,   -0.62293,   -0.63687,    0.20586,    0.59686
  16.67225,   -0.61608,   -0.62742,    0.20079,    0.36018
  16.68025,   -0.60919,   -0.61822,    0.19579,    0.67284
  16.68825,   -0.60224,   -0.61287,    0.19080,    0.76680
  16.69625,   -0.59525,   -0.60964,    0.18593,    0.77938
  16.70425,   -0.58822,   -0.60242,    0.18107,    0.45627
  16.71225,   -0.58114,   -0.58696,    0.17633,    0.50955
  16.72025,   -0.57402,   -0.58617,    0.17170,    0.78157
  16.72825,   -0.56685,   -0.57900,    0.16708,    0.81961
  16.73625,   -0.55964,   -0.57404,    0.16246,    0.35410
  16.74425,   -0.55239,   -0.56522,    0.15787,    0.56511
  16.75224,   -0.54509,   -0.55751,    0.15335,    0.66928
  16.76024,   -0.53775,   -0.54868,    0.14891,    0.41743
  16.76824,   -0.53038,   -0.54030,    0.14456,    0.60301
  16.77624,   -0.52296,   -0.53747,    0.14027,    0.45290
  16.78424,   -0.51550,   -0.52675,    0.13606,    0.59781
  16.79224,   -0.50800,   -0.52098,    0.13186,    0.58503
  16.80024,   -0.50047,   -0.51029,    0.12767,    0.66891
  16.80824,   -0.49289,   -0.50880,    0.12355,    0.71719
  16.81624,   -0.48528,   -0.50104,    0.11958,    0.47554
  16.82424,   -0.47763,   -0.48800,    0.11567,    0.70591
  16.83224,   -0.46995,   -0.48047,    0.11184,    0.80546
  16.84024,   -0.46223,   -0.47573,    0.10808,    0.80833
  16.84824,   -0.45447,   -0.46961,    0.10430,    0.80100
  16.85624,   -0.44668,   -0.46103,    0.10058,    0.41722
  16.86424,   -0.43886,   -0.45181,    0.09687,    0.37930
  16.87224,   -0.43100,   -0.44387,    0.09321,    0.60582
  16.88024,   -0.42311,   -0.43673,    0.08966,    0.64921
  16.88824,   -0.41519,   -0.42400,    0.08624,    0.70780
  16.89623,   -0.40723,   -0.42062,    0.08281,    0.51711
  16.90423,   -0.39925,   -0.41036,    0.07954,    0.28062
  16.91223,   -0.39123,   -0.40427,    0.07626,    0.33908
  16.92023,   -0.38319,   -0.39404,    0.07310,    0.50433
  16.92823,   -0.37511,   -0.39028,    0.07002,    0.75091
  16.93623,   -0.36701,   -0.38150,    0.06692,    0.91605
  16.94423,   -0.35888,   -0.37455,    0.06389,    0.87262
  16.95223,   -0.35072,   -0.36883,    0.06092,    0.66129
  16.96023,   -0.34253,   -0.35934,    0.05801,    0.54147
  16.96823,   -0.33432,   -0.34637,    0.05520,    0.44194
  16.97623,   -0.32608,   -0.33889,    0.05243,    0.41358
  16.98423,   -0.31782,   -0.33143,    0.04979,    0.83785
  16.99223,   -0.30954,   -0.32300,    0.04720,    1.07389
  17.00023,   -0.30123,   -0.31224,    0.04467,    0.70459
  17.00823,   -0.29289,   -0.31128,    0.04215,    0.62008
  17.01623,   -0.28454,   -0.30833,    0.03972,    0.49991
  17.02423,   -0.27616,   -0.29577,    0.03734,    0.55772
  17.03222,   -0.26777,   -0.28527,    0.03496,    0.30519
  17.04022,   -0.25935,   -0.27669,    0.03270,    0.56128
  17.04822,   -0.25091,   -0.26545,    0.03053,    0.66469
  17.05622,   -0.24245,   -0.25771,    0.02843,    0.39676
  17.06422,   -0.23398,   -0.24802,    0.02642,    0.68320
  17.07222,   -0.22549,   -0.23626,    0.02448,    0.35410
  17.08022,   -0.21698,   -0.22803,    0.02268,    0.74724
  17.08822,   -0.20845,   -0.22542,    0.02083,    0.44857
  17.09622,   -0.19991,   -0.21926,    0.01915,    0.41434
  17.10422,   -0.19135,   -0.20479,    0.01746,    0.19694
  17.11222,   -0.18278,   -0.20301,    0.01585,    0.34570
  17.12022,   -0.17419,   -0.18719,    0.01437,    0.19430
  17.12822,   -0.16559,   -0.18211,    0.01292,    0.60745
  17.13622,   -0.15698,   -0.17173,    0.01150,    0.24740
  17.14422,   -0.14835,   -0.16555,    0.01015,    0.45696
  17.15222,   -0.13972,   -0.15886,    0.00890,    0.41725
  17.16022,   -0.13107,   -0.14635,    0.00767,    0.22996
  17.16821,   -0.12242,   -0.14235,    0.00654,    0.75979
  17.17621,   -0.11375,   -0.12651,    0.00546,    0.55713
  17.18421,   -0.10508,   -0.12030,    0.00445,    0.40018
  17.19221,   -0.09640,   -0.10980,    0.00354,    0.68569
  17.20021,   -0.08771,   -0.10337,    0.00266,    0.79312
  17.20821,   -0.07901,   -0.09623,    0.00186,    0.59022
  17.21621,   -0.07031,   -0.08494,    0.00112,    0.29062
  17.22421,   -0.06160,   -0.07572,    0.00047,    0.35208
  17.23221,   -0.05289,   -0.06862,   -0.00010,    0.38297
  17.24021,   -0.04417,   -0.05573,   -0.00061,    0.49518
  17.24821,   -0.03545,   -0.04798,   -0.00102,    0.37336
  17.25621,   -0.02673,   -0.03967,   -0.00142,    0.26165
  17.26421,   -0.01801,   -0.02804,   -0.00169,    0.08883
  17.27221,   -0.00928,   -0.02152,   -0.00187,   -0.02808
  17.28021,   -0.00056,   -0.01438,   -0.00204,   -0.11455
  17.28821,    0.00817,   -0.00925,   -0.00203,   -0.10072
  17.29621,    0.01690,   -0.00431,   -0.00201,    0.59481
  17.30420,    0.02562,    0.02462,   -0.00197,    0.68519
  17.31220,    0.03434,    0.03717,   -0.00168,    1.21395
  17.32020,    0.04306,    0.04578,   -0.00132,    1.38831
  17.32820,    0.05178,    0.04712,   -0.00096,    1.45080
  17.33620,    0.06049,    0.04695,   -0.00054,    1.42683
  17.34420,    0.06920,    0.05319,   -0.00015,    1.36728
  17.35220,    0.07790,    0.06047,    0.00032,    1.19074
  17.36020,    0.08660,    0.06879,    0.00084,    1.15664
  17.36820,    0.09529,    0.07440,    0.00143,    1.04627
  17.37620,    0.10397,    0.08408,    0.00210,    1.19531
  17.38420,    0.11265,    0.09319,    0.00287,    1.32401
  17.39220,    0.12131,    0.09988,    0.00362,    1.08651
  17.40020,    0.12997,    0.10882,    0.00452,    0.99653
  17.40820,    0.13862,    0.11742,    0.00540,    0.97269
  17.41620,    0.14726,    0.12861,    0.00642,    1.20828
  17.42420,    0.15588,    0.13477,    0.00740,    0.84874
  17.43220,    0.16449,    0.14709,    0.00859,    0.75374
  17.44020,    0.17310,    0.15618,    0.00981,    1.06055
