t, r, v, p, to
7.703929, -0.890781, -0.877796, 0.673893, 0.028522
7.711929, -0.898576, -0.886329, 0.666832, 0.222211
7.719929, -0.906098, -0.901405, 0.659722, 0.090492
7.727929, -0.913343, -0.904473, 0.652492, 0.086017
7.735929, -0.920310, -0.905599, 0.645226, 0.224065
7.743929, -0.926997, -0.918878, 0.637912, -0.065060
7.751929, -0.933402, -0.922210, 0.630527, 0.291903
7.759929, -0.939522, -0.927794, 0.623177, 0.379372
7.767929, -0.945356, -0.942918, 0.615671, 0.085466
7.775928, -0.950902, -0.940833, 0.608188, 0.208733
7.783928, -0.956158, -0.949390, 0.600658, 0.479603
7.791928, -0.961123, -0.956029, 0.593009, 0.201237
7.799928, -0.965796, -0.960487, 0.585238, 0.238318
7.807928, -0.970174, -0.966695, 0.577552, 0.153433
7.815928, -0.974257, -0.968013, 0.569842, 0.139847
7.823928, -0.978043, -0.971872, 0.562132, 0.462043
7.831928, -0.981531, -0.984144, 0.554326, 0.133298
7.839928, -0.984720, -0.977888, 0.546459, 0.359042
7.847928, -0.987609, -0.985151, 0.538665, 0.427208
7.855927, -0.990198, -0.987811, 0.530774, 0.215701
7.863927, -0.992484, -0.990975, 0.522752, 0.334922
7.871927, -0.994469, -0.993731, 0.514814, 0.240595
7.879927, -0.996150, -0.993731, 0.506911, 0.298942
7.887927, -0.997528, -0.994451, 0.499032, 0.540501
7.895927, -0.998603, -1.005188, 0.490974, 0.212453
7.903927, -0.999373, -0.996056, 0.482975, 0.510136
7.911927, -0.999839, -1.003415, 0.474988, 0.456938
7.919927, -1.000000, -1.002216, 0.466929, 0.246144
7.927927, -0.999856, -0.998549, 0.458918, 0.371135
7.935926, -0.999409, -1.005045, 0.450943, 0.165600
7.943926, -0.998656, -1.001785, 0.442968, 0.443348
7.951926, -0.997600, -1.001785, 0.434956, 0.604200
7.959926, -0.996239, -1.002216, 0.426897, 0.200532
7.967926, -0.994575, -0.995337, 0.418958, 0.580264
7.975926, -0.992609, -1.005188, 0.411090, 0.359860
7.983926, -0.990339, -0.996512, 0.403091, 0.307400
7.991926, -0.987769, -0.989393, 0.395055, 0.356741
7.999926, -0.984897, -0.996056, 0.387068, 0.212869
8.007926, -0.981725, -0.988530, 0.379176, 0.496337
8.015926, -0.978255, -0.989153, 0.371272, 0.535718
8.023927, -0.974486, -0.981843, 0.363440, 0.193709
8.031927, -0.970421, -0.978200, 0.355692, 0.502821
8.039927, -0.966060, -0.983401, 0.347896, 0.323698
8.047928, -0.961404, -0.972495, 0.339968, 0.261653
8.055928, -0.956456, -0.963220, 0.332208, 0.413287
8.063929, -0.951217, -0.961925, 0.324483, 0.295410
8.071929, -0.945688, -0.957971, 0.316831, 0.370885
8.079929, -0.939870, -0.955765, 0.309262, 0.568504
8.087930, -0.933767, -0.945147, 0.301658, 0.252442
8.095930, -0.927379, -0.939011, 0.294077, 0.582422
8.103930, -0.920708, -0.938388, 0.286617, 0.408915
8.111931, -0.913758, -0.927339, 0.279096, 0.408393
8.119931, -0.906528, -0.916984, 0.271695, 0.321457
8.127932, -0.899023, -0.916122, 0.264330, 0.239674
8.135932, -0.891244, -0.902100, 0.257145, 0.524157
8.143932, -0.883193, -0.893400, 0.249888, 0.534028
8.151933, -0.874874, -0.896012, 0.242703, 0.233682
8.159933, -0.866288, -0.878587, 0.235661, 0.421685
8.167933, -0.857438, -0.872020, 0.228704, 0.599557
8.175934, -0.848327, -0.869934, 0.221687, 0.212879
8.183934, -0.838957, -0.853516, 0.214825, 0.431536
8.191935, -0.829332, -0.843617, 0.208024, 0.375567
8.199935, -0.819455, -0.839974, 0.201282, 0.187390
8.207935, -0.809327, -0.823963, 0.194624, 0.446867
8.215936, -0.798954, -0.816005, 0.187990, 0.538530
8.223936, -0.788336, -0.810421, 0.181501, 0.233480
8.231936, -0.777479, -0.791150, 0.175071, 0.248920
8.239937, -0.766385, -0.784127, 0.168821, 0.401720
8.247937, -0.755058, -0.777704, 0.162583, 0.300233
8.255938, -0.743500, -0.764162, 0.156405, 0.188607
8.263938, -0.731716, -0.752681, 0.150358, 0.519533
8.271938, -0.719709, -0.738827, 0.144373, 0.413038
8.279939, -0.707483, -0.730606, 0.138506, 0.169252
8.287939, -0.695042, -0.714092, 0.132736, 0.439213
8.295939, -0.682389, -0.704864, 0.127026, 0.414181
8.303940, -0.669528, -0.697793, 0.121447, 0.226412
8.311940, -0.656463, -0.678426, 0.115977, 0.231934
8.319941, -0.643198, -0.664741, 0.110699, 0.318865
8.327941, -0.629737, -0.651917, 0.105420, 0.441415
8.335941, -0.616084, -0.643816, 0.100237, 0.167239
8.343942, -0.602244, -0.627613, 0.095102, 0.254211
8.351942, -0.588220, -0.614215, 0.090076, 0.305579
8.359942, -0.574017, -0.593051, 0.085253, 0.224732
8.367943, -0.559639, -0.586699, 0.080550, 0.215084
8.375943, -0.545091, -0.569178, 0.075883, 0.042668
8.383944, -0.530377, -0.553838, 0.071492, 0.404354
8.391944, -0.515501, -0.541135, 0.067101, 0.389630
8.399944, -0.500468, -0.531140, 0.062855, 0.303712
8.407945, -0.485283, -0.513739, 0.058691, 0.039752
8.415945, -0.469950, -0.496434, 0.054660, 0.086056
8.423945, -0.454473, -0.477355, 0.050749, 0.440906
8.431946, -0.438859, -0.461320, 0.046994, 0.486401
8.439946, -0.423110, -0.446867, 0.043335, 0.592760
8.447947, -0.407233, -0.436201, 0.039819, 0.378497
8.455947, -0.391232, -0.422971, 0.036400, 0.209809
8.463947, -0.375111, -0.403173, 0.033053, 0.290166
8.471948, -0.358877, -0.385868, 0.029922, 0.400848
8.479948, -0.342533, -0.370743, 0.026862, 0.145079
8.487948, -0.326084, -0.348237, 0.024007, 0.275685
8.495949, -0.309537, -0.337116, 0.021283, 0.228039
8.503949, -0.292895, -0.326354, 0.018680, 0.175085
8.511950, -0.276164, -0.307491, 0.016161, 0.223644
8.519950, -0.259349, -0.288412, 0.013833, -0.058653
8.527950, -0.242454, -0.272425, 0.011601, 0.045382
8.535951, -0.225486, -0.258284, 0.009513, 0.342465
8.543951, -0.208449, -0.237767, 0.007510, -0.103308
8.551951, -0.191349, -0.223697, 0.005686, 0.381489
8.559952, -0.174191, -0.203252, 0.003935, 0.108165
8.567952, -0.156979, -0.184964, 0.002351, 0.266929
8.575953, -0.139720, -0.171733, 0.000887, -0.006893
8.583953, -0.122418, -0.154548, -0.000419, 0.100503
8.591953, -0.105078, -0.136979, -0.001547, 0.014351
8.599954, -0.087707, -0.119003, -0.002567, -0.311107
8.607954, -0.070309, -0.098893, -0.003419, -0.173970
8.615954, -0.052890, -0.083649, -0.004199, -0.098117
8.623955, -0.035454, -0.059705, -0.004798, -0.139532
8.631955, -0.018008, -0.044054, -0.005182, -0.176119
8.639956, -0.000556, -0.022770, -0.005447, -0.360473
8.647956, 0.016896, -0.018407, -0.005650, -0.545076
8.655956, 0.034343, -0.006399, -0.005638, 0.071734
8.663957, 0.051779, 0.047817, -0.005482, 0.176051
8.671957, 0.069200, 0.061934, -0.005086, 0.609447
8.679957, 0.086599, 0.070587, -0.004535, 1.032714
8.687958, 0.103973, 0.081037, -0.003959, 0.774402
8.695958, 0.121314, 0.095442, -0.003263, 0.597525
8.703959, 0.138618, 0.109631, -0.002423, 0.349448
8.711959, 0.155881, 0.125546, -0.001451, 0.533747
8.719959, 0.173096, 0.140431, -0.000383, 0.692652
8.727960, 0.190258, 0.157304, 0.000804, 0.470084
8.735960, 0.207362, 0.178061, 0.002195, 0.684984
8.743960, 0.224403, 0.193041, 0.003731, 0.808345
8.751961, 0.241375, 0.207854, 0.005338, 0.499384
8.759961, 0.258275, 0.224704, 0.007114, 0.653309
8.767962, 0.275095, 0.241194, 0.009034, 0.451207
8.775962, 0.291832, 0.256965, 0.011002, 0.203336
8.783962, 0.308479, 0.274966, 0.013137, 0.433617
8.791963, 0.325033, 0.294668, 0.015393, 0.124733
8.799963, 0.341488, 0.309384, 0.017756, -0.046783
8.807963, 0.357839, 0.332538, 0.020324, 0.295430
8.815964, 0.374081, 0.349627, 0.023047, 0.322297
8.823964, 0.390208, 0.365518, 0.025903, 0.293210
8.831964, 0.406217, 0.377886, 0.028890, 0.325187
8.839965, 0.422103, 0.396534, 0.031937, 0.163874
8.847965, 0.437859, 0.407679, 0.035284, 0.241623
8.855966, 0.453483, 0.424673, 0.038584, 0.029446
8.863966, 0.468968, 0.445166, 0.042063, 0.239447
8.871966, 0.484310, 0.461033, 0.045698, 0.281581
8.879967, 0.499505, 0.473616, 0.049454, 0.181297
8.887967, 0.514548, 0.488644, 0.053305, 0.055579
8.895967, 0.529434, 0.502786, 0.057240, -0.146458
8.903968, 0.544158, 0.520546, 0.061355, 0.101914
8.911968, 0.558717, 0.540896, 0.065638, 0.419578
8.919969, 0.573106, 0.552017, 0.069957, 0.325150
8.927969, 0.587320, 0.564624, 0.074384, -0.064381
8.935969, 0.601356, 0.576848, 0.078918, -0.118295
8.943970, 0.615208, 0.594034, 0.083622, 0.036238
8.951970, 0.628873, 0.611027, 0.088492, 0.195772
8.959970, 0.642346, 0.619608, 0.093399, 0.187367
8.967971, 0.655623, 0.630346, 0.098450, 0.036453
8.975971, 0.668701, 0.647411, 0.103608, -0.017918
8.983972, 0.681575, 0.663830, 0.108863, 0.156517
8.991972, 0.694242, 0.671739, 0.114165, 0.020580
8.999972, 0.706697, 0.682357, 0.119552, 0.026970
9.007973, 0.718937, 0.700789, 0.125058, 0.063794
9.015973, 0.730958, 0.716081, 0.130745, 0.120859
9.023973, 0.742756, 0.725501, 0.136551, -0.020531
9.031974, 0.754328, 0.735136, 0.142357, -0.233240
9.039974, 0.765670, 0.752681, 0.148283, 0.047366
9.047975, 0.776779, 0.759512, 0.154377, 0.027755
9.055975, 0.787652, 0.767589, 0.160484, -0.002118
9.063975, 0.798284, 0.783384, 0.166674, -0.103292
9.071976, 0.808674, 0.795417, 0.172960, 0.065012
9.079976, 0.818817, 0.800666, 0.179354, -0.031259
9.087976, 0.828710, 0.814184, 0.185759, -0.295495
9.095977, 0.838352, 0.826671, 0.192333, 0.106504
9.103977, 0.847738, 0.833622, 0.199063, -0.147737
9.111978, 0.856865, 0.842658, 0.205780, -0.376653
9.119978, 0.865732, 0.851766, 0.212594, -0.015631
9.127978, 0.874335, 0.857902, 0.219419, -0.148088
9.135979, 0.882671, 0.868137, 0.226341, -0.306086
9.143979, 0.890739, 0.882182, 0.233358, 0.008874
9.151979, 0.898536, 0.882973, 0.240424, -0.128954
9.159980, 0.906059, 0.892992, 0.247513, -0.307575
9.167980, 0.913305, 0.904329, 0.254734, 0.022345
9.175981, 0.920274, 0.910010, 0.261943, -0.248012
9.183981, 0.926962, 0.918878, 0.269260, -0.309928
9.191981, 0.933368, 0.928537, 0.276732, -0.010801
9.199982, 0.939490, 0.925278, 0.284122, -0.220419
9.207982, 0.945325, 0.938388, 0.291606, -0.282614
9.215982, 0.950873, 0.941720, 0.299139, -0.126187
9.223983, 0.956131, 0.941217, 0.306708, -0.381864
9.231983, 0.961098, 0.959217, 0.314264, -0.159492
9.239984, 0.965772, 0.959696, 0.321905, -0.206806
9.247984, 0.970152, 0.963891, 0.329569, -0.513623
9.255984, 0.974236, 0.971465, 0.337353, -0.113504
9.263985, 0.978023, 0.972999, 0.345186, -0.349284
9.271985, 0.981513, 0.976906, 0.353017, -0.239284
9.279985, 0.984704, 0.983113, 0.360801, -0.185312
9.287986, 0.987595, 0.978032, 0.368597, -0.446794
9.295986, 0.990185, 0.991718, 0.376405, -0.220079
9.303987, 0.992473, 0.990544, 0.384393, -0.278271
9.311987, 0.994459, 0.995337, 0.392321, -0.438289
9.319987, 0.996142, 0.996056, 0.400368, -0.160954
9.327988, 0.997522, 0.995769, 0.408296, -0.143125
9.335988, 0.998598, 0.998549, 0.416224, -0.257621
9.343988, 0.999370, 1.002768, 0.424151, -0.270468
9.351989, 0.999837, 0.996512, 0.432198, -0.400401
9.359989, 1.000000, 1.006674, 0.440186, -0.215036
9.367990, 0.999858, 1.002768, 0.448209, -0.340030
9.375990, 0.999412, 1.005045, 0.456256, -0.393915
9.383990, 0.998661, 1.004589, 0.464255, -0.173182
9.391991, 0.997606, 1.000610, 0.472218, -0.278088
9.399991, 0.996247, 1.002768, 0.480265, -0.296575
9.407991, 0.994585, 0.997375, 0.488275, -0.299901
9.415992, 0.992620, 0.995769, 0.496310, -0.588136
9.423992, 0.990352, 1.000898, 0.504237, -0.113477
9.431993, 0.987783, 0.992653, 0.512127, -0.406956
9.439993, 0.984913, 0.993875, 0.520030, -0.369866
9.447993, 0.981743, 0.992773, 0.528065, -0.271828
9.455994, 0.978274, 0.986205, 0.535967, -0.570598
9.463994, 0.974507, 0.983833, 0.543869, -0.192942
9.471994, 0.970443, 0.978080, 0.551664, -0.324007
9.479995, 0.966084, 0.976498, 0.559506, -0.531414
9.487995, 0.961430, 0.973766, 0.567252, -0.245506
9.495996, 0.956483, 0.963148, 0.574963, -0.503932
9.503996, 0.951245, 0.967750, 0.582625, -0.360578
9.511996, 0.945718, 0.958594, 0.590394, -0.293575
9.519997, 0.939902, 0.951283, 0.598080, -0.430105
9.527997, 0.933800, 0.945363, 0.605635, -0.261505
9.535997, 0.927414, 0.937885, 0.613153, -0.438837
9.543998, 0.920745, 0.933019, 0.620611, -0.534840
9.551998, 0.913795, 0.931941, 0.628056, -0.264675
9.559999, 0.906568, 0.919693, 0.635418, -0.437091
9.567999, 0.899064, 0.917176, 0.642733, -0.487477
9.575999, 0.891286, 0.907757, 0.650094, -0.227653
9.584000, 0.883237, 0.895413, 0.657300, -0.354439
9.592000, 0.874919, 0.892489, 0.664446, -0.394796
9.600000, 0.866334, 0.883644, 0.671567, -0.267373
9.608001, 0.857486, 0.868568, 0.678558, -0.490932
9.616001, 0.848376, 0.868736, 0.685511, -0.414442
9.624002, 0.839008, 0.856200, 0.692393, -0.297319
9.632002, 0.829384, 0.844744, 0.699179, -0.505754
9.640002, 0.819508, 0.844096, 0.705917, -0.459906
9.648003, 0.809382, 0.827798, 0.712559, -0.215724
9.656003, 0.799009, 0.802487, 0.719057, -0.526017
9.664003, 0.788393, 0.805483, 0.725471, -0.327683
9.672004, 0.777537, 0.808000, 0.731945, -0.119210
9.680004, 0.766445, 0.772047, 0.738287, -0.582187
9.688004, 0.755118, 0.770825, 0.744520, -0.511113
9.696005, 0.743562, 0.760878, 0.750622, -0.221355
9.704005, 0.731779, 0.750500, 0.756640, -0.313099
9.712006, 0.719774, 0.748438, 0.762586, -0.328576
9.720006, 0.707549, 0.737485, 0.768508, -0.328822
9.728006, 0.695108, 0.720779, 0.774395, -0.156149
9.736007, 0.682456, 0.695780, 0.780029, -0.314109
9.744007, 0.669596, 0.690003, 0.785639, -0.390702
9.752007, 0.656532, 0.676964, 0.791082, -0.167222
9.760008, 0.643269, 0.674544, 0.796512, -0.106522
9.768008, 0.629809, 0.638423, 0.801739, -0.523957
9.776009, 0.616157, 0.638231, 0.806797, -0.514145
9.784009, 0.602318, 0.628189, 0.811844, -0.026222
9.792009, 0.588295, 0.622676, 0.816902, -0.026593
9.800010, 0.574093, 0.589743, 0.821733, -0.291488
9.808010, 0.559716, 0.583511, 0.826480, -0.551283
9.816010, 0.545169, 0.574308, 0.831143, -0.185456
9.824011, 0.530455, 0.557865, 0.835626, -0.002735
9.832011, 0.515580, 0.537204, 0.840038, -0.252384
9.840012, 0.500548, 0.521026, 0.844305, -0.120524
9.848012, 0.485364, 0.511247, 0.848416, -0.405763
9.856012, 0.470031, 0.499238, 0.852456, -0.019586
9.864013, 0.454556, 0.481717, 0.856351, 0.019840
9.872013, 0.438942, 0.462639, 0.860104, -0.157435
9.880013, 0.423194, 0.446292, 0.863771, -0.182049
9.888014, 0.407318, 0.431048, 0.867295, -0.216735
9.896014, 0.391317, 0.418776, 0.870699, -0.058044
9.904015, 0.375197, 0.404779, 0.873972, 0.115983
9.912015, 0.358963, 0.388840, 0.877160, 0.101931
9.920015, 0.342620, 0.373236, 0.880145, -0.044285
9.928016, 0.326172, 0.357753, 0.883045, -0.225993
9.936016, 0.309625, 0.338985, 0.885802, -0.361828
9.944016, 0.292984, 0.322207, 0.888487, -0.512794
9.952017, 0.276253, 0.306748, 0.890992, 0.134887
9.960017, 0.259438, 0.292822, 0.893389, -0.000597
9.968018, 0.242544, 0.273575, 0.895655, 0.021691
9.976018, 0.225576, 0.254928, 0.897776, 0.237399
9.984018, 0.208540, 0.238174, 0.899730, -0.055435
9.992019, 0.191440, 0.217321, 0.901600, 0.099463
10.000019, 0.174282, 0.203564, 0.903278, -0.157506
10.008019, 0.157070, 0.184389, 0.904848, 0.292647
10.016020, 0.139811, 0.170919, 0.906226, -0.147196
10.024020, 0.122509, 0.153733, 0.907521, 0.043820
10.032021, 0.105170, 0.133887, 0.908636, -0.110922
10.040021, 0.087799, 0.121783, 0.909642, -0.189240
10.048021, 0.070401, 0.102321, 0.910553, 0.185270
10.056022, 0.052982, 0.085111, 0.911284, 0.280158
10.064022, 0.035547, 0.062749, 0.911872, 0.258189
10.072022, 0.018100, 0.046594, 0.912363, 0.180411
10.080023, 0.000649, 0.024423, 0.912626, 0.265521
10.088023, -0.016803, 0.016706, 0.912759, 0.340610
10.096024, -0.034250, 0.007286, 0.912795, -0.414655
10.104024, -0.051687, -0.047960, 0.912674, -0.609608
10.112024, -0.069107, -0.059537, 0.912315, -0.592682
10.120025, -0.086507, -0.071473, 0.911776, -0.764093
10.128025, -0.103880, -0.078712, 0.911188, -0.559279
10.136025, -0.121222, -0.092278, 0.910541, -0.634367
10.144026, -0.138527, -0.106108, 0.909690, -0.831679
10.152026, -0.155789, -0.124540, 0.908803, -0.551035
10.160027, -0.173004, -0.141557, 0.907724, -0.392603
10.168027, -0.190167, -0.157616, 0.906526, -0.570050
10.176027, -0.207271, -0.174370, 0.905184, -0.401755
10.184028, -0.224313, -0.189925, 0.903757, -0.335341
10.192028, -0.241286, -0.208142, 0.902139, -0.462371
10.200028, -0.258185, -0.225639, 0.900401, -0.289431
10.208029, -0.275006, -0.241841, 0.898483, -0.335362
10.216029, -0.291743, -0.263581, 0.896494, -0.406869
10.224030, -0.308391, -0.271586, 0.894336, -0.091928
10.232030, -0.324946, -0.294188, 0.892047, -0.280709
10.240030, -0.341401, -0.314897, 0.889590, -0.367865
10.248031, -0.357752, -0.330860, 0.887097, -0.236445
10.256031, -0.373995, -0.343491, 0.884328, -0.359472
10.264031, -0.390123, -0.360557, 0.881559, -0.330038
10.272032, -0.406133, -0.377838, 0.878598, -0.193888
10.280032, -0.422019, -0.395359, 0.875518, -0.073130
10.288033, -0.437776, -0.413887, 0.872342, 0.103490
10.296033, -0.453400, -0.432630, 0.868937, -0.187964
10.304033, -0.468886, -0.447994, 0.865401, -0.316751
10.312034, -0.484229, -0.457413, 0.861769, -0.247253
10.320034, -0.499425, -0.471914, 0.858042, -0.111729
10.328034, -0.514468, -0.491976, 0.854254, -0.052585
10.336035, -0.529355, -0.508035, 0.850298, 0.006481
10.344035, -0.544081, -0.521625, 0.846187, -0.315352
10.352036, -0.558641, -0.537492, 0.841931, -0.205892
10.360036, -0.573030, -0.548685, 0.837532, -0.131943
10.368036, -0.587245, -0.563210, 0.833085, -0.200340
10.376037, -0.601282, -0.576992, 0.828506, -0.080442
10.384037, -0.615135, -0.595448, 0.823831, -0.250374
10.392037, -0.628801, -0.605227, 0.818976, -0.232020
10.400038, -0.642275, -0.619896, 0.814097, 0.040744
10.408038, -0.655553, -0.634948, 0.809075, -0.032277
10.416039, -0.668632, -0.649592, 0.803968, -0.217098
10.424039, -0.681508, -0.656975, 0.798741, -0.300108
10.432039, -0.694175, -0.669271, 0.793431, 0.034071
10.440040, -0.706632, -0.686120, 0.788048, 0.159803
10.448040, -0.718873, -0.701820, 0.782462, -0.116205
10.456040, -0.730895, -0.708986, 0.776780, -0.097094
10.464041, -0.742694, -0.721354, 0.771002, 0.176424
10.472041, -0.754267, -0.736382, 0.765163, -0.068772
10.480042, -0.765611, -0.744196, 0.759242, -0.069730
10.488042, -0.776721, -0.758793, 0.753331, 0.015891
10.496042, -0.787595, -0.771544, 0.747229, 0.167728
10.504043, -0.798229, -0.787795, 0.740984, -0.143215
10.512043, -0.808619, -0.789520, 0.734606, -0.087813
10.520043, -0.818764, -0.795057, 0.728240, 0.135514
10.528044, -0.828659, -0.815550, 0.721802, -0.114088
10.536044, -0.838301, -0.822549, 0.715280, 0.063674
10.544044, -0.847688, -0.833119, 0.708638, 0.175400
10.552045, -0.856817, -0.844815, 0.701937, 0.012558
10.560045, -0.865685, -0.852318, 0.695198, -0.017928
10.568046, -0.874290, -0.859988, 0.688341, 0.292464
10.576046, -0.882628, -0.876861, 0.681459, 0.089230
10.584046, -0.890697, -0.877676, 0.674457, -0.032520
10.592047, -0.898495, -0.887455, 0.667359, 0.161177
10.600047, -0.906019, -0.897762, 0.660225, 0.070129
10.608047, -0.913268, -0.904617, 0.653020, -0.005546
10.616048, -0.920238, -0.908428, 0.645730, 0.066378
10.624048, -0.926928, -0.918518, 0.638404, -0.049800
10.632049, -0.933335, -0.922425, 0.631090, 0.174905
10.640049, -0.939458, -0.926380, 0.623668, 0.384447
10.648049, -0.945295, -0.943014, 0.616186, 0.044752
10.656050, -0.950844, -0.940737, 0.608752, 0.239238
10.664050, -0.956104, -0.949701, 0.601198, 0.423638
10.672050, -0.961072, -0.958594, 0.593572, 0.063889
10.680051, -0.965748, -0.960487, 0.585826, 0.177275
10.688051, -0.970129, -0.967174, 0.578104, 0.097456
10.696052, -0.974215, -0.966455, 0.570418, 0.155089
10.704052, -0.978004, -0.971033, 0.562672, 0.339951
10.712052, -0.981495, -0.983377, 0.554877, 0.077318
10.720053, -0.984688, -0.978967, 0.547047, 0.119961
10.728053, -0.987580, -0.983377, 0.539229, 0.406842
10.736053, -0.990172, -0.988818, 0.531315, 0.098702
10.744054, -0.992462, -0.990592, 0.523352, 0.085656
10.752054, -0.994449, -0.994786, 0.515365, 0.143930
10.760055, -0.996134, -0.991598, 0.507510, 0.202276
10.768055, -0.997515, -0.994786, 0.499620, 0.464170
10.776055, -0.998593, -1.005308, 0.491597, 0.131045
10.784056, -0.999366, -0.998645, 0.483539, 0.306653
10.792056, -0.999835, -1.002864, 0.475588, 0.395864
10.800056, -1.000000, -1.003103, 0.467493, 0.220683
10.808057, -0.999860, -1.000706, 0.459506, 0.121871
10.816057, -0.999415, -1.003007, 0.451555, 0.094361
10.824058, -0.998666, -1.002073, 0.443591, 0.275465
10.832058, -0.997612, -1.002073, 0.435508, 0.446489
10.840058, -0.996255, -1.000251, 0.427449, 0.093684
10.848059, -0.994595, -0.998885, 0.419510, 0.381850
10.856059, -0.992631, -1.003007, 0.411678, 0.298789
10.864059, -0.990365, -0.997447, 0.403679, 0.251415
10.872060, -0.987798, -0.988818, 0.395667, 0.204102
10.880060, -0.984929, -0.996152, 0.387691, 0.192486
10.888061, -0.981761, -0.988051, 0.379763, 0.353879
10.896061, -0.978293, -0.990735, 0.371895, 0.383087
10.904061, -0.974528, -0.982946, 0.364016, 0.102114
10.912062, -0.970465, -0.976139, 0.356232, 0.624845
10.920062, -0.966107, -0.986325, 0.348484, 0.227025
10.928062, -0.961455, -0.971369, 0.340556, 0.266687
10.936063, -0.956510, -0.962620, 0.332724, 0.275911
10.944063, -0.951274, -0.962381, 0.325023, 0.147860
10.952064, -0.945748, -0.956508, 0.317407, 0.513260
10.960064, -0.939934, -0.955070, 0.309802, 0.426039
10.968064, -0.933833, -0.945075, 0.302162, 0.145581
10.976065, -0.927448, -0.938916, 0.294605, 0.612894
10.984065, -0.920781, -0.938436, 0.287168, 0.317302
10.992065, -0.913833, -0.925949, 0.279696, 0.291356
11.000066, -0.906607, -0.915690, 0.272271, 0.143393
11.008066, -0.899104, -0.915403, 0.264918, 0.117549
11.016067, -0.891328, -0.901453, 0.257709, 0.366427
11.024067, -0.883280, -0.896276, 0.250463, 0.483112
11.032067, -0.874964, -0.894622, 0.243242, 0.223456
11.040068, -0.866380, -0.877149, 0.236166, 0.350421
11.048068, -0.857533, -0.870582, 0.229160, 0.426565
11.056068, -0.848425, -0.868257, 0.222226, 0.217911
11.064069, -0.839058, -0.854714, 0.215329, 0.350098
11.072069, -0.829436, -0.842850, 0.208563, 0.472162
11.080070, -0.819561, -0.841388, 0.201786, 0.131382
11.088070, -0.809436, -0.826144, 0.195128, 0.401041
11.096070, -0.799065, -0.816029, 0.188483, 0.594422
11.104071, -0.788450, -0.809917, 0.181981, 0.238507
11.112071, -0.777596, -0.793283, 0.175527, 0.208169
11.120071, -0.766504, -0.781994, 0.169253, 0.360978
11.128072, -0.755179, -0.778591, 0.163063, 0.279836
11.136072, -0.743624, -0.765959, 0.156873, 0.219064
11.144073, -0.731843, -0.753256, 0.150803, 0.499124
11.152073, -0.719838, -0.738372, 0.144840, 0.458763
11.160073, -0.707614, -0.731397, 0.138914, 0.123420
11.168074, -0.695175, -0.714811, 0.133192, 0.474753
11.176074, -0.682524, -0.702491, 0.127482, 0.327657
11.184074, -0.669665, -0.698368, 0.121855, 0.206000
11.192075, -0.656602, -0.677588, 0.116409, 0.196272
11.200075, -0.643339, -0.663782, 0.111046, 0.308634
11.208076, -0.629881, -0.652804, 0.105804, 0.385406
11.216076, -0.616230, -0.642498, 0.100621, 0.146835
11.224076, -0.602392, -0.629866, 0.095438, 0.167683
11.232077, -0.588370, -0.611938, 0.090424, 0.244483
11.240077, -0.574169, -0.592907, 0.085601, 0.117857
11.248077, -0.559793, -0.586388, 0.080922, 0.260801
11.256078, -0.545246, -0.569226, 0.076279, 0.042617
11.264078, -0.530534, -0.554534, 0.071816, 0.322910
11.272079, -0.515660, -0.541135, 0.067461, 0.394655
11.280079, -0.500628, -0.530134, 0.063166, 0.364686
11.288079, -0.485445, -0.515537, 0.058967, 0.029517
11.296080, -0.470113, -0.496626, 0.054948, 0.096176
11.304080, -0.454638, -0.477643, 0.051049, 0.400158
11.312080, -0.439025, -0.463861, 0.047282, 0.603334
11.320081, -0.423278, -0.446580, 0.043647, 0.521507
11.328081, -0.407402, -0.436273, 0.040120, 0.429310
11.336082, -0.391402, -0.425248, 0.036664, 0.265719
11.344082, -0.375283, -0.402262, 0.033317, 0.346078
11.352082, -0.359050, -0.387833, 0.030126, 0.314332
11.360083, -0.342707, -0.370048, 0.027115, 0.424797
11.368083, -0.326260, -0.350778, 0.024199, 0.224788
11.376083, -0.309713, -0.337811, 0.021488, 0.278872
11.384084, -0.293072, -0.324964, 0.018884, 0.175056
11.392084, -0.276342, -0.308018, 0.016352, 0.233779
11.400084, -0.259527, -0.286327, 0.014037, 0.032875
11.408085, -0.242634, -0.274127, 0.011745, 0.197960
11.416085, -0.225667, -0.258475, 0.009682, 0.393307
11.424086, -0.208631, -0.241194, 0.007690, 0.003486
11.432086, -0.191531, -0.220222, 0.005770, 0.574765
11.440086, -0.174373, -0.201167, 0.004067, 0.113236
11.448087, -0.157162, -0.187792, 0.002483, 0.500890
11.456087, -0.139903, -0.171662, 0.001067, 0.094823
11.464087, -0.122601, -0.152415, -0.000311, 0.227664
11.472088, -0.105263, -0.137267, -0.001499, 0.100813
11.480088, -0.087892, -0.116702, -0.002495, -0.199201
11.488089, -0.070494, -0.100020, -0.003394, -0.067148
11.496089, -0.053075, -0.083386, -0.004139, 0.034128
11.504089, -0.035639, -0.061407, -0.004726, -0.037792
11.512090, -0.018193, -0.042807, -0.005194, -0.048945
11.520090, -0.000741, -0.025094, -0.005447, -0.258728
11.528090, 0.016711, -0.017305, -0.005578, -0.392475
11.536091, 0.034158, -0.005872, -0.005602, 0.157699
11.544091, 0.051594, 0.044461, -0.005518, 0.435447
11.552092, 0.069015, 0.060975, -0.005182, 0.563667
