t, r, v, p, to
23.127783, 0.189348, 0.157352, 0.000744, 0.439505
23.135782, 0.206455, 0.175496, 0.002111, 0.664564
23.143782, 0.223500, 0.191364, 0.003635, 0.615003
23.151781, 0.240476, 0.209340, 0.005255, 0.519657
23.159781, 0.257379, 0.224128, 0.006994, 0.739702
23.167780, 0.274204, 0.242512, 0.008902, 0.410446
23.175779, 0.290945, 0.257421, 0.010893, 0.294818
23.183779, 0.307598, 0.274966, 0.013005, 0.403021
23.191778, 0.324157, 0.292343, 0.015297, 0.114489
23.199778, 0.340617, 0.309672, 0.017648, 0.075207
23.207777, 0.356973, 0.330812, 0.020168, 0.290267
23.215776, 0.373221, 0.346176, 0.022855, 0.276449
23.223776, 0.389355, 0.366261, 0.025687, 0.318569
23.231775, 0.405371, 0.378845, 0.028698, 0.330198
23.239775, 0.421263, 0.393154, 0.031769, 0.209573
23.247774, 0.437026, 0.408326, 0.035032, 0.394134
23.255774, 0.452657, 0.423306, 0.038416, 0.059890
23.263773, 0.468149, 0.443656, 0.041883, 0.315667
23.271772, 0.483499, 0.460625, 0.045482, 0.327280
23.279772, 0.498702, 0.473976, 0.049261, 0.130362
23.287771, 0.513753, 0.487086, 0.053101, 0.014805
23.295771, 0.528647, 0.499023, 0.057060, 0.021318
23.303770, 0.543381, 0.520067, 0.061079, 0.020415
23.311769, 0.557949, 0.540896, 0.065350, 0.414367
23.319769, 0.572347, 0.551034, 0.069717, 0.370806
23.327768, 0.586570, 0.566014, 0.074144, 0.042323
23.335768, 0.600615, 0.576441, 0.078715, -0.026847
23.343767, 0.614477, 0.595328, 0.083382, 0.071748
23.351767, 0.628152, 0.608367, 0.088192, 0.221112
23.359766, 0.641635, 0.618529, 0.093159, 0.197450
23.367765, 0.654924, 0.629866, 0.098162, 0.031279
23.375765, 0.668012, 0.650264, 0.103356, 0.048120
23.383764, 0.680897, 0.661241, 0.108587, 0.186954
23.391764, 0.693575, 0.670469, 0.113901, 0.076462
23.399763, 0.706041, 0.681063, 0.119252, -0.293539
23.407763, 0.718293, 0.702059, 0.124770, 0.063721
23.415762, 0.730325, 0.715242, 0.130457, 0.197105
23.423761, 0.742135, 0.722576, 0.136191, 0.004842
23.431761, 0.753720, 0.733937, 0.142045, -0.294311
23.439760, 0.765074, 0.752441, 0.147984, 0.032055
23.447760, 0.776196, 0.758194, 0.154054, 0.083667
23.455759, 0.787081, 0.766463, 0.160148, -0.012315
23.463758, 0.797726, 0.783384, 0.166362, -0.052459
23.471758, 0.808128, 0.795417, 0.172660, 0.044648
23.479757, 0.818285, 0.800809, 0.179030, -0.153347
23.487757, 0.828192, 0.812266, 0.185448, -0.239556
23.495756, 0.837846, 0.825832, 0.192033, 0.070891
23.503756, 0.847246, 0.833023, 0.198703, -0.208779
23.511755, 0.856387, 0.839638, 0.205433, -0.412249
23.519754, 0.865268, 0.852773, 0.212210, 0.004716
23.527754, 0.873885, 0.859676, 0.219036, -0.122640
23.535753, 0.882236, 0.868904, 0.225957, -0.239943
23.543753, 0.890318, 0.878995, 0.232926, -0.092830
23.551752, 0.898129, 0.884867, 0.240016, -0.179791
23.559752, 0.905666, 0.891075, 0.247105, -0.388927
23.567751, 0.912928, 0.902100, 0.254350, 0.068167
23.575750, 0.919911, 0.910010, 0.261571, -0.293741
23.583750, 0.926614, 0.916553, 0.268852, -0.330232
23.591749, 0.933035, 0.928969, 0.276277, 0.009599
23.599749, 0.939172, 0.928969, 0.283702, -0.103372
23.607748, 0.945023, 0.939755, 0.291211, -0.180822
23.615747, 0.950586, 0.942631, 0.298779, -0.192243
23.623747, 0.955859, 0.940833, 0.306336, -0.188508
23.631746, 0.960841, 0.956437, 0.313868, -0.179763
23.639746, 0.965531, 0.959696, 0.321485, -0.211803
23.647745, 0.969926, 0.964993, 0.329185, -0.483011
23.655745, 0.974027, 0.970362, 0.336921, -0.174444
23.663744, 0.977830, 0.971872, 0.344813, -0.105044
23.671743, 0.981335, 0.977169, 0.352658, -0.330734
23.679743, 0.984542, 0.981124, 0.360418, -0.210644
23.687742, 0.987449, 0.976067, 0.368118, -0.365298
23.695742, 0.990055, 0.992581, 0.375985, -0.260642
23.703741, 0.992359, 0.992150, 0.383961, -0.227295
23.711740, 0.994361, 0.990544, 0.391913, -0.580583
23.719740, 0.996060, 0.996512, 0.399888, -0.216774
23.727739, 0.997456, 0.996943, 0.407876, -0.265064
23.735739, 0.998548, 0.998981, 0.415780, -0.247310
23.743738, 0.999336, 1.000898, 0.423695, -0.260152
23.751738, 0.999820, 0.996512, 0.431706, -0.451108
23.759737, 0.999999, 1.005476, 0.439730, -0.174193
23.767736, 0.999873, 1.002528, 0.447825, -0.380576
23.775736, 0.999443, 1.004158, 0.455812, -0.551424
23.783735, 0.998708, 1.007417, 0.463811, -0.208622
23.791735, 0.997670, 1.000371, 0.471786, -0.374552
23.799734, 0.996327, 1.003846, 0.479869, -0.291326
23.807734, 0.994681, 0.996943, 0.487868, -0.243774
23.815733, 0.992732, 0.994379, 0.495903, -0.445526
23.823732, 0.990480, 0.997375, 0.503829, -0.204858
23.831732, 0.987927, 0.990999, 0.511696, -0.457621
23.839731, 0.985073, 0.995337, 0.519634, -0.410364
23.847731, 0.981919, 0.990112, 0.527633, -0.225852
23.855730, 0.978466, 0.985486, 0.535535, -0.321162
23.863729, 0.974714, 0.982682, 0.543450, -0.263957
23.871729, 0.970666, 0.976402, 0.551256, -0.267836
23.879728, 0.966322, 0.975587, 0.559062, -0.571891
23.887728, 0.961684, 0.975348, 0.566869, -0.214780
23.895727, 0.956753, 0.964945, 0.574555, -0.534229
23.903727, 0.951531, 0.965736, 0.582241, -0.329833
23.911726, 0.946018, 0.959409, 0.589951, -0.262836
23.919725, 0.940218, 0.950948, 0.597613, -0.455313
23.927725, 0.934131, 0.946777, 0.605275, -0.210403
23.935724, 0.927760, 0.938388, 0.612733, -0.413173
23.943724, 0.921106, 0.929424, 0.620227, -0.463384
23.951723, 0.914171, 0.928226, 0.627649, -0.218667
23.959723, 0.906958, 0.918159, 0.635023, -0.370724
23.967722, 0.899469, 0.917728, 0.642348, -0.558439
23.975721, 0.891706, 0.910273, 0.649686, -0.161278
23.983721, 0.883671, 0.895581, 0.656892, -0.430479
23.991720, 0.875367, 0.892585, 0.664050, -0.247051
23.999720, 0.866796, 0.883644, 0.671184, -0.282359
24.007719, 0.857962, 0.870198, 0.678198, -0.470330
24.015718, 0.848866, 0.866795, 0.685128, -0.419278
24.023718, 0.839511, 0.859292, 0.692021, -0.236018
24.031717, 0.829901, 0.845343, 0.698819, -0.403758
24.039717, 0.820038, 0.842658, 0.705545, -0.525758
24.047716, 0.809925, 0.829715, 0.712211, -0.169681
24.055716, 0.799566, 0.816940, 0.718805, -0.215467
24.063715, 0.788963, 0.809774, 0.725267, -0.317239
24.071714, 0.778120, 0.799347, 0.731729, -0.144367
24.079714, 0.767039, 0.785254, 0.738082, -0.429317
24.087713, 0.755726, 0.772790, 0.744364, -0.546447
24.095713, 0.744181, 0.768188, 0.750490, -0.114256
24.103712, 0.732411, 0.753040, 0.756532, -0.246697
24.111712, 0.720417, 0.737605, 0.762467, -0.709776
24.119711, 0.708203, 0.735471, 0.768328, -0.318365
24.127710, 0.695774, 0.721402, 0.774131, -0.140602
24.135710, 0.683133, 0.706925, 0.779933, -0.293473
24.143709, 0.670284, 0.692065, 0.785531, -0.319209
24.151709, 0.657231, 0.679481, 0.790998, -0.192368
24.159708, 0.643978, 0.666682, 0.796356, -0.294430
24.167707, 0.630528, 0.649736, 0.801619, -0.248999
24.175707, 0.616886, 0.640820, 0.806773, -0.493515
24.183706, 0.603057, 0.630657, 0.811832, -0.132739
24.191706, 0.589044, 0.615581, 0.816854, -0.107696
24.199705, 0.574851, 0.598348, 0.821697, -0.240321
24.207705, 0.560484, 0.585021, 0.826432, -0.688332
24.215704, 0.545945, 0.573804, 0.831071, -0.241109
24.223703, 0.531240, 0.557817, 0.835578, -0.032974
24.231703, 0.516374, 0.541135, 0.840014, -0.099489
24.239702, 0.501350, 0.523279, 0.844293, -0.379648
24.247702, 0.486174, 0.511055, 0.848404, -0.308835
24.255701, 0.470849, 0.498759, 0.852444, -0.166793
24.263700, 0.455381, 0.484378, 0.856327, -0.208815
24.271700, 0.439774, 0.463453, 0.860092, -0.208068
24.279699, 0.424034, 0.448545, 0.863747, -0.232684
24.287699, 0.408164, 0.431575, 0.867295, -0.379283
24.295698, 0.392170, 0.421772, 0.870735, -0.098530
24.303698, 0.376056, 0.406888, 0.874044, 0.050071
24.311697, 0.359828, 0.389127, 0.877148, 0.061439
24.319696, 0.343490, 0.372445, 0.880193, -0.110201
24.327696, 0.327048, 0.359191, 0.883069, -0.286846
24.335695, 0.310506, 0.338051, 0.885826, -0.575256
24.343695, 0.293869, 0.322783, 0.888475, -0.543145
24.351694, 0.277143, 0.308162, 0.890992, -0.083644
24.359694, 0.260333, 0.294284, 0.893377, -0.010599
24.367693, 0.243443, 0.272713, 0.895667, -0.054437
24.375692, 0.226479, 0.255935, 0.897740, 0.196852
24.383692, 0.209446, 0.238965, 0.899766, -0.131581
24.391691, 0.192349, 0.219215, 0.901564, 0.069101
24.399691, 0.175194, 0.203827, 0.903278, -0.279447
24.407690, 0.157985, 0.186019, 0.904848, 0.079147
24.415689, 0.140729, 0.167275, 0.906238, -0.335258
24.423689, 0.123429, 0.156466, 0.907521, 0.018499
24.431688, 0.106092, 0.134990, 0.908660, -0.105728
24.439688, 0.088722, 0.121759, 0.909654, -0.133187
24.447687, 0.071326, 0.101314, 0.910589, 0.007344
24.455687, 0.053907, 0.084464, 0.911284, 0.219215
24.463686, 0.036473, 0.063540, 0.911872, 0.273528
24.471685, 0.019027, 0.049279, 0.912339, 0.165227
24.479685, 0.001575, 0.025262, 0.912650, 0.260505
24.487684, -0.015877, 0.016921, 0.912806, 0.269457
24.495684, -0.033324, 0.008101, 0.912795, -0.378086
24.503683, -0.050761, -0.045851, 0.912638, -0.574095
24.511683, -0.068183, -0.057668, 0.912291, -0.460526
24.519682, -0.085584, -0.069963, 0.911764, -0.733654
24.527681, -0.102959, -0.078185, 0.911200, -0.528829
24.535681, -0.120302, -0.094435, 0.910541, -0.629328
24.543680, -0.137609, -0.103256, 0.909702, -0.730007
24.551680, -0.154874, -0.122862, 0.908803, -0.484957
24.559679, -0.172092, -0.141749, 0.907772, -0.280746
24.567678, -0.189257, -0.154213, 0.906538, -0.468335
24.575678, -0.206365, -0.171829, 0.905244, -0.284790
24.583677, -0.223410, -0.189326, 0.903793, -0.172598
24.591677, -0.240386, -0.205313, 0.902187, -0.248733
24.599676, -0.257290, -0.225710, 0.900437, -0.141926
24.607676, -0.274115, -0.239948, 0.898507, -0.035255
24.615675, -0.290857, -0.261999, 0.896530, -0.396667
24.623674, -0.307510, -0.272713, 0.894348, -0.198733
24.631674, -0.324069, -0.295027, 0.892047, -0.260314
24.639673, -0.340530, -0.314753, 0.889626, -0.215234
24.647673, -0.356887, -0.331172, 0.887037, -0.302530
24.655672, -0.373135, -0.344067, 0.884316, -0.369587
24.663671, -0.389270, -0.359934, 0.881475, -0.370663
24.671671, -0.405286, -0.378437, 0.878550, -0.046326
24.679670, -0.421179, -0.395527, 0.875458, 0.018509
24.687670, -0.436943, -0.409884, 0.872306, 0.154426
24.695669, -0.452574, -0.431743, 0.868890, -0.106501
24.703669, -0.468067, -0.445909, 0.865365, -0.143715
24.711668, -0.483418, -0.456263, 0.861757, -0.181044
24.719667, -0.498622, -0.475078, 0.857994, -0.055676
24.727667, -0.513674, -0.488884, 0.854206, 0.003464
24.735666, -0.528569, -0.505518, 0.850250, 0.016760
24.743666, -0.543303, -0.520307, 0.846127, -0.355910
24.751665, -0.557872, -0.537013, 0.841871, -0.170155
24.759665, -0.572271, -0.549165, 0.837485, -0.147093
24.767664, -0.586495, -0.563737, 0.833001, -0.088311
24.775663, -0.600541, -0.573804, 0.828458, -0.029464
24.783663, -0.614404, -0.595040, 0.823783, -0.316395
24.791662, -0.628080, -0.605227, 0.818988, -0.206488
24.799662, -0.641564, -0.616923, 0.814037, -0.035455
24.807661, -0.654854, -0.633222, 0.809051, 0.150937
24.815660, -0.667943, -0.649736, 0.803860, -0.283140
24.823660, -0.680829, -0.657646, 0.798681, -0.238982
24.831659, -0.693508, -0.671979, 0.793419, 0.018888
24.839659, -0.705976, -0.685857, 0.788001, 0.124271
24.847658, -0.718228, -0.701316, 0.782378, -0.151740
24.855658, -0.730262, -0.708076, 0.776708, -0.030904
24.863657, -0.742073, -0.718406, 0.770942, -0.179571
24.871656, -0.753659, -0.734920, 0.765128, 0.043179
24.879656, -0.765014, -0.745059, 0.759182, -0.069673
24.887655, -0.776137, -0.756540, 0.753283, 0.163441
24.895655, -0.787024, -0.770082, 0.747217, 0.203363
24.903654, -0.797670, -0.786093, 0.740948, -0.127919
24.911654, -0.808074, -0.789353, 0.734546, -0.047098
24.919653, -0.818231, -0.796855, 0.728216, 0.166053
24.927652, -0.828140, -0.816677, 0.721754, -0.047938
24.935652, -0.837796, -0.824011, 0.715196, 0.048418
24.943651, -0.847197, -0.829476, 0.708554, -0.038219
24.951651, -0.856339, -0.845606, 0.701901, 0.068515
24.959650, -0.865221, -0.851766, 0.695115, 0.012582
24.967649, -0.873840, -0.858286, 0.688329, 0.277194
24.975649, -0.882192, -0.876334, 0.681411, 0.140079
24.983648, -0.890276, -0.879642, 0.674373, 0.023411
24.991648, -0.898088, -0.884867, 0.667335, 0.232354
24.999647, -0.905627, -0.902939, 0.660178, 0.095545
25.007647, -0.912890, -0.900159, 0.652984, 0.192783
25.015646, -0.919875, -0.907853, 0.645682, 0.300319
25.023645, -0.926579, -0.917728, 0.638392, 0.011187
25.031645, -0.933002, -0.922066, 0.631054, 0.129075
25.039644, -0.939140, -0.928130, 0.623632, 0.348786
25.047644, -0.944993, -0.942175, 0.616162, 0.065037
25.055643, -0.950557, -0.941408, 0.608680, 0.091668
25.063643, -0.955832, -0.949845, 0.601150, 0.362533
25.071642, -0.960816, -0.955765, 0.593488, 0.129930
25.079641, -0.965507, -0.962716, 0.585754, 0.228052
25.087641, -0.969904, -0.965401, 0.578032, 0.234718
25.095640, -0.974006, -0.967989, 0.570322, 0.144821
25.103640, -0.977811, -0.968948, 0.562588, 0.268652
25.111639, -0.981318, -0.980693, 0.554805, 0.153511
25.119638, -0.984526, -0.979159, 0.546999, 0.226668
25.127638, -0.987434, -0.981124, 0.539145, 0.528803
25.135637, -0.990042, -0.990112, 0.531230, 0.134191
25.143637, -0.992348, -0.991718, 0.523256, 0.355115
25.151636, -0.994351, -0.995241, 0.515305, 0.235361
25.159636, -0.996052, -0.992150, 0.507439, 0.171628
25.167635, -0.997450, -0.993731, 0.499512, 0.570851
25.175634, -0.998543, -1.006051, 0.491501, 0.186857
25.183634, -0.999333, -0.995769, 0.483431, 0.331943
25.191633, -0.999818, -1.001785, 0.475516, 0.482186
25.199633, -0.999999, -1.001785, 0.467421, 0.215446
25.207632, -0.999875, -1.000155, 0.459458, 0.437063
25.215631, -0.999446, -1.004589, 0.451458, 0.175583
25.223631, -0.998713, -1.000898, 0.443471, 0.382116
25.231630, -0.997676, -1.001905, 0.435436, 0.568385
25.239630, -0.996335, -1.001401, 0.427389, 0.174894
25.247629, -0.994690, -0.995745, 0.419438, 0.630917
25.255629, -0.992743, -1.004158, 0.411582, 0.430854
25.263628, -0.990493, -0.998118, 0.403571, 0.261392
25.271627, -0.987941, -0.990112, 0.395571, 0.331082
25.279627, -0.985089, -0.995769, 0.387596, 0.187195
25.287626, -0.981936, -0.991263, 0.379680, 0.404544
25.295626, -0.978485, -0.988099, 0.371776, 0.581264
25.303625, -0.974735, -0.982251, 0.363920, 0.213797
25.311625, -0.970688, -0.978032, 0.356172, 0.456792
25.319624, -0.966346, -0.983665, 0.348364, 0.338700
25.327623, -0.961710, -0.971872, 0.340460, 0.261391
25.335623, -0.956780, -0.961710, 0.332615, 0.362155
25.343622, -0.951559, -0.964706, 0.324927, 0.213765
25.351622, -0.946048, -0.958330, 0.317335, 0.533373
25.359621, -0.940249, -0.954040, 0.309730, 0.624172
25.367620, -0.934164, -0.945075, 0.302102, 0.231819
25.375620, -0.927794, -0.940042, 0.294557, 0.526190
25.383619, -0.921142, -0.939011, 0.287096, 0.393358
25.391619, -0.914209, -0.925733, 0.279612, 0.245335
25.399618, -0.906997, -0.918159, 0.272175, 0.463590
25.407618, -0.899509, -0.915403, 0.264846, 0.224113
25.415617, -0.891748, -0.902100, 0.257613, 0.381431
25.423616, -0.883714, -0.894910, 0.250368, 0.594764
25.431616, -0.875412, -0.896012, 0.243158, 0.309672
25.439615, -0.866843, -0.879642, 0.236081, 0.507833
25.447615, -0.858009, -0.868137, 0.229100, 0.583983
25.455614, -0.848915, -0.872020, 0.222142, 0.263424
25.463614, -0.839562, -0.854882, 0.215293, 0.517681
25.471613, -0.829953, -0.842299, 0.208503, 0.471890
25.479612, -0.820091, -0.842299, 0.201726, 0.248104
25.487612, -0.809980, -0.826264, 0.195032, 0.487231
25.495611, -0.799622, -0.815095, 0.188435, 0.761990
25.503611, -0.789020, -0.810684, 0.181909, 0.233154
25.511610, -0.778178, -0.792181, 0.175479, 0.289272
25.519609, -0.767099, -0.785158, 0.169229, 0.523449
25.527609, -0.755786, -0.781467, 0.163015, 0.381277
25.535608, -0.744243, -0.766822, 0.156801, 0.254398
25.543608, -0.732474, -0.754670, 0.150707, 0.447966
25.551607, -0.720481, -0.737629, 0.144757, 0.438130
25.559607, -0.708269, -0.732715, 0.138854, 0.189253
25.567606, -0.695841, -0.718142, 0.133084, 0.479556
25.575605, -0.683201, -0.703857, 0.127361, 0.520644
25.583605, -0.670353, -0.698272, 0.121759, 0.307439
25.591604, -0.657301, -0.679481, 0.116337, 0.195980
25.599604, -0.644049, -0.666227, 0.111022, 0.435489
25.607603, -0.630600, -0.650935, 0.105756, 0.334254
25.615602, -0.616959, -0.645326, 0.100525, 0.156706
25.623602, -0.603131, -0.628117, 0.095378, 0.208070
25.631601, -0.589119, -0.615581, 0.090388, 0.188246
25.639601, -0.574927, -0.592332, 0.085541, 0.204027
25.647600, -0.560560, -0.586172, 0.080850, 0.265585
25.655600, -0.546023, -0.572198, 0.076195, -0.003464
25.663599, -0.531319, -0.554318, 0.071756, 0.332785
25.671598, -0.516453, -0.543772, 0.067353, 0.455403
25.679598, -0.501430, -0.529558, 0.063082, 0.379644
25.687597, -0.486255, -0.514746, 0.058931, 0.080077
25.695597, -0.470931, -0.495739, 0.054912, 0.131485
25.703596, -0.455463, -0.479584, 0.050989, 0.415157
25.711596, -0.439857, -0.461033, 0.047246, 0.587831
25.719595, -0.424118, -0.448377, 0.043623, 0.465310
25.727594, -0.408248, -0.438526, 0.040072, 0.444340
25.735594, -0.392255, -0.425847, 0.036628, 0.265498
25.743593, -0.376142, -0.405018, 0.033269, 0.300087
25.751593, -0.359914, -0.388217, 0.030090, 0.441297
25.759592, -0.343577, -0.370696, 0.027030, 0.205895
25.767591, -0.327135, -0.353462, 0.024151, 0.107612
25.775591, -0.310594, -0.338554, 0.021452, 0.273617
25.783590, -0.293958, -0.325179, 0.018836, 0.200338
25.791590, -0.277232, -0.307754, 0.016352, 0.213303
25.799589, -0.260422, -0.288891, 0.013977, -0.007946
25.807589, -0.243533, -0.276260, 0.011721, 0.055410
25.815588, -0.226569, -0.257804, 0.009694, 0.250786
25.823587, -0.209537, -0.241026, 0.007642, -0.027112
25.831587, -0.192440, -0.222858, 0.005758, 0.325440
25.839586, -0.175285, -0.205721, 0.004055, -0.024156
25.847586, -0.158077, -0.187864, 0.002447, 0.500841
25.855585, -0.140820, -0.174034, 0.000995, 0.094784
25.863585, -0.123521, -0.154213, -0.000347, 0.120821
25.871584, -0.106184, -0.140982, -0.001523, 0.065201
25.879583, -0.088814, -0.117972, -0.002543, -0.311098
25.887583, -0.071418, -0.102656, -0.003419, -0.173948
25.895582, -0.054000, -0.085399, -0.004151, -0.128610
25.903582, -0.036565, -0.064451, -0.004762, -0.114051
25.911581, -0.019119, -0.043334, -0.005206, -0.176037
25.919580, -0.001668, -0.022722, -0.005494, -0.472288
25.927580, 0.015784, -0.011768, -0.005602, -0.550063
25.935579, 0.033232, -0.004793, -0.005590, 0.267573
25.943579, 0.050669, 0.040434, -0.005459, 0.537119
25.951578, 0.068091, 0.063060, -0.005182, 0.497484
25.959578, 0.085492, 0.067758, -0.004595, 1.083500
25.967577, 0.102867, 0.079743, -0.003982, 0.657351
25.975576, 0.120210, 0.090408, -0.003287, 0.378731
25.983576, 0.137517, 0.109200, -0.002519, 0.323943
25.991575, 0.154782, 0.122502, -0.001535, 0.492987
25.999575, 0.172000, 0.139544, -0.000479, 0.707828
26.007574, 0.189166, 0.157448, 0.000732, 0.505611
26.015574, 0.206274, 0.174034, 0.002135, 0.684901
26.023573, 0.223319, 0.189662, 0.003623, 0.635329
26.031572, 0.240296, 0.207974, 0.005219, 0.555252
26.039572, 0.257200, 0.224560, 0.007018, 0.775296
26.047571, 0.274026, 0.241745, 0.008926, 0.430769
26.055571, 0.290768, 0.256678, 0.010893, 0.315151
26.063570, 0.307422, 0.273983, 0.013005, 0.392825
26.071569, 0.323982, 0.293445, 0.015272, 0.099226
26.079569, 0.340443, 0.307874, 0.017684, 0.075192
26.087568, 0.356800, 0.329566, 0.020180, 0.397066
26.095568, 0.373049, 0.346895, 0.022807, 0.322200
26.103567, 0.389185, 0.365015, 0.025699, 0.293131
26.111567, 0.405201, 0.377503, 0.028650, 0.345440
26.119566, 0.421095, 0.393298, 0.031733, 0.219728
26.127565, 0.436860, 0.408470, 0.034984, 0.450076
26.135565, 0.452491, 0.423810, 0.038332, 0.125995
26.143564, 0.467986, 0.443296, 0.041847, 0.346166
26.151564, 0.483337, 0.461248, 0.045458, 0.342530
26.159563, 0.498542, 0.471914, 0.049237, 0.272761
26.167562, 0.513594, 0.486367, 0.053053, 0.050399
26.175562, 0.528490, 0.502067, 0.057012, -0.009221
26.183561, 0.543225, 0.518126, 0.061055, -0.111852
26.191561, 0.557795, 0.540200, 0.065314, 0.358396
26.199560, 0.572195, 0.551034, 0.069669, 0.330095
